"key_ID","year","notification_by_ID","notification_by","notification_by_code","count_notifications"
772,2018,15,"Sweden","SE",54
773,2018,16,"Cyprus","CY",0
774,2018,17,"Czech Republic","CZ",46
775,2018,18,"Estonia","EE",14
776,2018,19,"Hungary","HU",9
777,2018,20,"Latvia","LV",7
778,2018,21,"Lithuania","LT",15
779,2018,22,"Malta","MT",14
780,2018,23,"Poland","PL",28
781,2018,24,"Slovakia","SK",15
782,2018,25,"Slovenia","SI",7
783,2018,26,"Bulgaria","BG",18
784,2018,27,"Romania","RO",8
785,2018,28,"Croatia","HR",7
786,2018,29,"Iceland","IS",1
787,2018,30,"Liechtenstein","LI",3
788,2018,31,"Norway","NO",13
789,2018,32,"Switzerland","CH",4
790,2018,33,"Turkey","TR",26
791,2019,1,"Belgium","BE",23
792,2019,2,"France","FR",56
793,2019,3,"Germany","DE",56
794,2019,4,"Italy","IT",31
795,2019,5,"Luxembourg","LU",16
796,2019,6,"Netherlands","NL",49
797,2019,7,"Denmark","DK",37
798,2019,8,"Ireland","IE",11
799,2019,9,"United Kingdom","UK",35
800,2019,10,"Greece","EL",16
801,2019,11,"Portugal","PT",6
802,2019,12,"Spain","ES",18
803,2019,13,"Austria","AT",59
804,2019,14,"Finland","FI",13
805,2019,15,"Sweden","SE",40
806,2019,16,"Cyprus","CY",1
807,2019,17,"Czech Republic","CZ",29
808,2019,18,"Estonia","EE",10
809,2019,19,"Hungary","HU",13
810,2019,20,"Latvia","LV",4
811,2019,21,"Lithuania","LT",11
812,2019,22,"Malta","MT",3
813,2019,23,"Poland","PL",62
814,2019,24,"Slovakia","SK",23
815,2019,25,"Slovenia","SI",12
816,2019,26,"Bulgaria","BG",7
817,2019,27,"Romania","RO",9
818,2019,28,"Croatia","HR",6
819,2019,29,"Iceland","IS",2
820,2019,30,"Liechtenstein","LI",0
821,2019,31,"Norway","NO",18
822,2019,32,"Switzerland","CH",8
823,2019,33,"Turkey","TR",9
824,2020,1,"Belgium","BE",12
825,2020,2,"France","FR",87
826,2020,3,"Germany","DE",46
827,2020,4,"Italy","IT",13
828,2020,5,"Luxembourg","LU",2
829,2020,6,"Netherlands","NL",29
830,2020,7,"Denmark","DK",37
831,2020,8,"Ireland","IE",6
832,2020,9,"United Kingdom","UK",10
833,2020,10,"Greece","EL",6
834,2020,11,"Portugal","PT",0
835,2020,12,"Spain","ES",10
836,2020,13,"Austria","AT",31
837,2020,14,"Finland","FI",29
838,2020,15,"Sweden","SE",43
839,2020,16,"Cyprus","CY",1
840,2020,17,"Czech Republic","CZ",21
841,2020,18,"Estonia","EE",6
842,2020,19,"Hungary","HU",17
843,2020,20,"Latvia","LV",6
844,2020,21,"Lithuania","LT",15
845,2020,22,"Malta","MT",2
846,2020,23,"Poland","PL",12
847,2020,24,"Slovakia","SK",10
848,2020,25,"Slovenia","SI",4
849,2020,26,"Bulgaria","BG",9
850,2020,27,"Romania","RO",15
851,2020,28,"Croatia","HR",5
852,2020,29,"Iceland","IS",2
853,2020,30,"Liechtenstein","LI",2
854,2020,31,"Norway","NO",10
855,2020,32,"Switzerland","CH",4
856,2020,33,"Turkey","TR",6
