"key_ID","notification_ID","notification_by_ID","notification_by","notification_by_code","start_date","start_year","end_date","end_year","postponement","comments","count_comments","commission_comment","opinions","count_opinions","commission_opinion"
1988,"TRIS:1992:0143:DK:N",7,"Denmark","DK",1992-06-03,1992,1993-06-18,1993,1,"Commission, United Kingdom",2,1,\N,0,0
1989,"TRIS:1992:0144:DK:N",7,"Denmark","DK",1992-06-03,1992,1993-06-18,1993,1,"Commission",1,1,\N,0,0
1990,"TRIS:1992:0145:IT:N",4,"Italy","IT",1992-06-03,1992,1992-12-04,1992,0,"Germany",1,0,"Commission",1,1
1991,"TRIS:1992:0146:IT:N",4,"Italy","IT",1992-06-03,1992,1992-12-04,1992,0,"Commission",1,1,"Denmark",1,0
1992,"TRIS:1992:9074:AT:N",13,"Austria","AT",1992-06-03,1992,\N,\N,0,\N,0,0,\N,0,0
1993,"TRIS:1992:9076:CH:N",32,"Switzerland","CH",1992-06-04,1992,1992-08-31,1992,0,"Commission",1,1,\N,0,0
1994,"TRIS:1992:0147:FR:N",2,"France","FR",1992-06-05,1992,1992-12-07,1992,0,\N,0,0,"Commission",1,1
1995,"TRIS:1992:0148:FR:N",2,"France","FR",1992-06-05,1992,1992-12-14,1992,0,"Commission",1,1,"United Kingdom",1,0
1996,"TRIS:1992:9077:CH:N",32,"Switzerland","CH",1992-06-05,1992,1992-09-03,1992,0,"Commission",1,1,\N,0,0
1997,"TRIS:1992:0149:ES:N",12,"Spain","ES",1992-06-09,1992,1992-09-17,1992,0,"Commission",1,1,\N,0,0
1998,"TRIS:1992:0150:UK:N",9,"United Kingdom","UK",1992-06-09,1992,1992-09-14,1992,0,\N,0,0,\N,0,0
1999,"TRIS:1992:0151:UK:N",9,"United Kingdom","UK",1992-06-09,1992,1992-12-18,1992,0,\N,0,0,"Commission",1,1
2000,"TRIS:1992:0152:UK:N",9,"United Kingdom","UK",1992-06-09,1992,1992-12-18,1992,0,\N,0,0,"Commission",1,1
2001,"TRIS:1992:0153:UK:N",9,"United Kingdom","UK",1992-06-09,1992,1992-12-23,1992,0,"Germany",1,0,"Commission",1,1
2002,"TRIS:1992:9075:SE:N",15,"Sweden","SE",1992-06-09,1992,1992-09-04,1992,0,"Commission",1,1,\N,0,0
2003,"TRIS:1992:0154:NL:N",6,"Netherlands","NL",1992-06-10,1992,1992-09-17,1992,0,"Commission, Germany",2,1,\N,0,0
2004,"TRIS:1992:0155:UK:N",9,"United Kingdom","UK",1992-06-10,1992,1992-12-17,1992,0,\N,0,0,"Commission",1,1
2005,"TRIS:1992:0156:DE:N",3,"Germany","DE",1992-06-15,1992,1992-12-21,1992,0,\N,0,0,"Commission",1,1
2006,"TRIS:1992:0157:DE:N",3,"Germany","DE",1992-06-15,1992,1992-12-21,1992,0,\N,0,0,"Commission",1,1
2007,"TRIS:1992:0158:DK:N",7,"Denmark","DK",1992-06-16,1992,1992-10-05,1992,0,\N,0,0,\N,0,0
2008,"TRIS:1992:0159:DK:N",7,"Denmark","DK",1992-06-16,1992,1992-10-12,1992,0,\N,0,0,\N,0,0
2009,"TRIS:1992:0160:DK:N",7,"Denmark","DK",1992-06-16,1992,1992-10-05,1992,0,\N,0,0,\N,0,0
2010,"TRIS:1992:9068:AT:N",13,"Austria","AT",1992-06-17,1992,1992-09-17,1992,0,"Commission",1,1,\N,0,0
2011,"TRIS:1992:0161:EL:N",10,"Greece","EL",1992-06-22,1992,1992-12-23,1992,0,"Netherlands",1,0,"Commission, United Kingdom",2,1
2012,"TRIS:1992:9079:SE:N",15,"Sweden","SE",1992-06-22,1992,1992-09-21,1992,0,\N,0,0,\N,0,0
2013,"TRIS:1992:0162:FR:N",2,"France","FR",1992-06-23,1992,1993-01-04,1993,0,\N,0,0,"Commission",1,1
2014,"TRIS:1992:0163:FR:N",2,"France","FR",1992-06-23,1992,1993-01-04,1993,0,\N,0,0,"Commission",1,1
2015,"TRIS:1992:9078:AT:N",13,"Austria","AT",1992-06-23,1992,1992-09-23,1992,0,"Commission",1,1,\N,0,0
2016,"TRIS:1992:0164:DK:N",7,"Denmark","DK",1992-06-24,1992,1993-04-13,1993,0,\N,0,0,"Commission",1,1
2017,"TRIS:1992:0165:NL:N",6,"Netherlands","NL",1992-06-24,1992,1993-01-04,1993,0,"Belgium, Commission, United Kingdom",3,1,"France, Germany, United Kingdom",3,0
2018,"TRIS:1992:0166:NL:N",6,"Netherlands","NL",1992-06-24,1992,1992-09-30,1992,0,"Spain",1,0,\N,0,0
2019,"TRIS:1992:9080:NO:N",31,"Norway","NO",1992-06-24,1992,1992-09-24,1992,0,"Commission",1,1,\N,0,0
2020,"TRIS:1992:0167:NL:N",6,"Netherlands","NL",1992-06-25,1992,1992-10-07,1992,0,\N,0,0,\N,0,0
2021,"TRIS:1992:0168:UK:N",9,"United Kingdom","UK",1992-06-25,1992,1992-09-30,1992,0,\N,0,0,\N,0,0
2022,"TRIS:1992:0169:DE:N",3,"Germany","DE",1992-06-26,1992,1993-07-05,1993,1,"European Free Trade Association, France, United Kingdom",3,0,\N,0,0
2023,"TRIS:1992:0170:EL:N",10,"Greece","EL",1992-06-26,1992,1993-01-14,1993,0,\N,0,0,"Commission, France",2,1
2024,"TRIS:1992:9081:SE:N",15,"Sweden","SE",1992-06-29,1992,1992-09-28,1992,0,"Commission",1,1,\N,0,0
2025,"TRIS:1992:0171:IT:N",4,"Italy","IT",1992-06-30,1992,1993-01-04,1993,0,\N,0,0,"Commission",1,1
2026,"TRIS:1992:0172:ES:N",12,"Spain","ES",1992-06-30,1992,1992-10-05,1992,0,\N,0,0,\N,0,0
2027,"TRIS:1992:0173:IT:N",4,"Italy","IT",1992-06-30,1992,1993-03-29,1993,0,\N,0,0,"Commission",1,1
2028,"TRIS:1992:9082:FI:N",14,"Finland","FI",1992-07-01,1992,1992-10-02,1992,0,\N,0,0,\N,0,0
2029,"TRIS:1992:9083:SE:N",15,"Sweden","SE",1992-07-01,1992,1992-10-02,1992,0,\N,0,0,\N,0,0
2030,"TRIS:1992:0174:UK:N",9,"United Kingdom","UK",1992-07-02,1992,1992-10-09,1992,0,"France",1,0,\N,0,0
2031,"TRIS:1992:0175:NL:N",6,"Netherlands","NL",1992-07-02,1992,1993-07-12,1993,1,\N,0,0,\N,0,0
2032,"TRIS:1992:0176:NL:N",6,"Netherlands","NL",1992-07-02,1992,1993-01-11,1993,0,"European Free Trade Association, Spain",2,0,"Commission, France",2,1
2033,"TRIS:1992:0177:IT:N",4,"Italy","IT",1992-07-03,1992,1993-01-04,1993,0,"Netherlands",1,0,"Commission, Germany",2,1
2034,"TRIS:1992:0178:IT:N",4,"Italy","IT",1992-07-03,1992,1993-07-05,1993,1,"Spain",1,0,\N,0,0
2035,"TRIS:1992:0179:UK:N",9,"United Kingdom","UK",1992-07-06,1992,1992-10-12,1992,0,"Commission",1,1,\N,0,0
2036,"TRIS:1992:9085:SE:N",15,"Sweden","SE",1992-07-06,1992,1992-10-05,1992,0,\N,0,0,\N,0,0
2037,"TRIS:1992:9088:SE:N",15,"Sweden","SE",1992-07-07,1992,1992-10-07,1992,0,"Commission",1,1,\N,0,0
2038,"TRIS:1992:0180:DE:N",3,"Germany","DE",1992-07-08,1992,1992-10-15,1992,0,\N,0,0,\N,0,0
2039,"TRIS:1992:0181:DE:N",3,"Germany","DE",1992-07-08,1992,1992-10-15,1992,0,\N,0,0,\N,0,0
2040,"TRIS:1992:0182:DE:N",3,"Germany","DE",1992-07-08,1992,1992-10-15,1992,0,\N,0,0,\N,0,0
2041,"TRIS:1992:0183:DE:N",3,"Germany","DE",1992-07-08,1992,1992-10-15,1992,0,\N,0,0,\N,0,0
2042,"TRIS:1992:0184:PT:N",11,"Portugal","PT",1992-07-08,1992,1992-10-14,1992,0,"Germany",1,0,\N,0,0
2043,"TRIS:1992:0185:DK:N",7,"Denmark","DK",1992-07-08,1992,1992-11-06,1992,0,"Commission, France, Germany, United Kingdom",4,1,\N,0,0
2044,"TRIS:1992:9086:SE:N",15,"Sweden","SE",1992-07-08,1992,1992-10-05,1992,0,"Commission",1,1,\N,0,0
2045,"TRIS:1992:9087:SE:N",15,"Sweden","SE",1992-07-08,1992,1992-10-05,1992,0,"Commission",1,1,\N,0,0
2046,"TRIS:1992:9091:SE:N",15,"Sweden","SE",1992-07-09,1992,1992-10-09,1992,0,\N,0,0,\N,0,0
2047,"TRIS:1992:0186:NL:N",6,"Netherlands","NL",1992-07-10,1992,\N,\N,0,\N,0,0,\N,0,0
2048,"TRIS:1992:0187:IT:N",4,"Italy","IT",1992-07-13,1992,1993-06-18,1993,1,"Commission, Spain, United Kingdom",3,1,\N,0,0
2049,"TRIS:1992:0188:EL:N",10,"Greece","EL",1992-07-13,1992,1993-09-24,1993,1,"Commission",1,1,\N,0,0
2050,"TRIS:1992:0189:EL:N",10,"Greece","EL",1992-07-13,1992,1993-09-24,1993,1,"Commission",1,1,\N,0,0
2051,"TRIS:1992:9089:FI:N",14,"Finland","FI",1992-07-13,1992,1992-10-08,1992,0,\N,0,0,\N,0,0
2052,"TRIS:1992:9092:AT:N",13,"Austria","AT",1992-07-13,1992,1992-10-14,1992,0,"Commission",1,1,\N,0,0
2053,"TRIS:1992:9093:SE:N",15,"Sweden","SE",1992-07-13,1992,1992-10-14,1992,0,"Commission",1,1,\N,0,0
2054,"TRIS:1992:0190:BE:N",1,"Belgium","BE",1992-07-14,1992,1993-01-25,1993,0,"Commission",1,1,"United Kingdom",1,0
2055,"TRIS:1992:0191:NL:N",6,"Netherlands","NL",1992-07-14,1992,1993-01-25,1993,0,"European Free Trade Association",1,0,"Germany",1,0
2056,"TRIS:1992:0192:BE:N",1,"Belgium","BE",1992-07-14,1992,1994-01-17,1994,1,"Commission, Spain, United Kingdom",3,1,\N,0,0
2057,"TRIS:1992:0194:DE:N",3,"Germany","DE",1992-07-15,1992,1992-10-26,1992,0,\N,0,0,\N,0,0
2058,"TRIS:1992:9094:SE:N",15,"Sweden","SE",1992-07-15,1992,1992-10-16,1992,0,"Commission",1,1,\N,0,0
2059,"TRIS:1992:0195:DK:N",7,"Denmark","DK",1992-07-16,1992,1993-02-24,1993,0,"Netherlands",1,0,\N,0,0
2060,"TRIS:1992:0196:DK:N",7,"Denmark","DK",1992-07-16,1992,1993-02-24,1993,0,\N,0,0,\N,0,0
2061,"TRIS:1992:0197:DK:N",7,"Denmark","DK",1992-07-16,1992,1992-11-09,1992,0,\N,0,0,\N,0,0
2062,"TRIS:1992:9090:FI:N",14,"Finland","FI",1992-07-16,1992,1992-10-14,1992,0,"Commission",1,1,\N,0,0
2063,"TRIS:1992:0198:FR:N",2,"France","FR",1992-07-17,1992,1992-10-26,1992,0,\N,0,0,\N,0,0
2064,"TRIS:1992:0199:FR:N",2,"France","FR",1992-07-17,1992,1992-10-26,1992,0,"Commission",1,1,\N,0,0
2065,"TRIS:1992:0200:FR:N",2,"France","FR",1992-07-17,1992,1992-10-26,1992,0,"Commission",1,1,\N,0,0
2066,"TRIS:1992:0201:NL:N",6,"Netherlands","NL",1992-07-17,1992,1992-11-20,1992,0,"Commission",1,1,\N,0,0
2067,"TRIS:1992:0202:UK:N",9,"United Kingdom","UK",1992-07-20,1992,1993-02-01,1993,0,"Germany",1,0,"Commission",1,1
2068,"TRIS:1992:0203:DE:N",3,"Germany","DE",1992-07-20,1992,1992-10-26,1992,0,\N,0,0,\N,0,0
2069,"TRIS:1992:9095:SE:N",15,"Sweden","SE",1992-07-20,1992,1992-10-19,1992,0,"Commission",1,1,\N,0,0
2070,"TRIS:1992:9096:SE:N",15,"Sweden","SE",1992-07-20,1992,1992-10-19,1992,0,"Commission",1,1,\N,0,0
2071,"TRIS:1992:0204:NL:N",6,"Netherlands","NL",1992-07-22,1992,1992-11-02,1992,0,\N,0,0,\N,0,0
2072,"TRIS:1992:0205:PT:N",11,"Portugal","PT",1992-07-22,1992,1992-11-06,1992,0,"Commission, Denmark",2,1,\N,0,0
2073,"TRIS:1992:0206:DK:N",7,"Denmark","DK",1992-07-22,1992,\N,\N,0,\N,0,0,\N,0,0
2074,"TRIS:1992:0207:NL:N",6,"Netherlands","NL",1992-07-23,1992,1993-01-29,1993,0,"European Free Trade Association",1,0,"Denmark",1,0
2075,"TRIS:1992:0208:BE:N",1,"Belgium","BE",1992-07-24,1992,1992-11-02,1992,0,"Commission, Spain",2,1,\N,0,0
2076,"TRIS:1992:0209:BE:N",1,"Belgium","BE",1992-07-24,1992,1992-11-02,1992,0,"Commission, Spain",2,1,\N,0,0
2077,"TRIS:1992:0210:DE:N",3,"Germany","DE",1992-07-27,1992,1992-11-02,1992,0,\N,0,0,\N,0,0
2078,"TRIS:1992:0211:ES:N",12,"Spain","ES",1992-07-27,1992,1992-10-28,1992,0,\N,0,0,\N,0,0
2079,"TRIS:1992:9098:FI:N",14,"Finland","FI",1992-07-27,1992,1992-10-28,1992,0,"Commission",1,1,\N,0,0
2080,"TRIS:1992:9099:FI:N",14,"Finland","FI",1992-07-27,1992,1992-10-28,1992,0,\N,0,0,\N,0,0
2081,"TRIS:1992:9101:CH:N",32,"Switzerland","CH",1992-07-28,1992,1992-10-28,1992,0,\N,0,0,\N,0,0
2082,"TRIS:1992:9102:CH:N",32,"Switzerland","CH",1992-07-28,1992,1992-10-28,1992,0,"Commission",1,1,\N,0,0
2083,"TRIS:1992:0212:FR:N",2,"France","FR",1992-07-29,1992,1993-03-05,1993,0,"Commission, European Free Trade Association",2,1,"Spain",1,0
2084,"TRIS:1992:0213:ES:N",12,"Spain","ES",1992-07-30,1992,1992-11-03,1992,0,\N,0,0,\N,0,0
2085,"TRIS:1992:0214:DE:N",3,"Germany","DE",1992-07-30,1992,1992-11-30,1992,0,"United Kingdom",1,0,\N,0,0
2086,"TRIS:1992:9097:IS:N",29,"Iceland","IS",1992-07-30,1992,1992-10-19,1992,0,\N,0,0,\N,0,0
2087,"TRIS:1992:0215:DE:N",3,"Germany","DE",1992-07-31,1992,1992-11-09,1992,0,\N,0,0,\N,0,0
2088,"TRIS:1992:0216:ES:N",12,"Spain","ES",1992-07-31,1992,1993-02-08,1993,0,\N,0,0,"Commission",1,1
2089,"TRIS:1992:0217:DE:N",3,"Germany","DE",1992-07-31,1992,1992-11-09,1992,0,"United Kingdom",1,0,\N,0,0
2090,"TRIS:1992:0218:DE:N",3,"Germany","DE",1992-07-31,1992,1993-02-08,1993,0,\N,0,0,"United Kingdom",1,0
2091,"TRIS:1992:0219:UK:N",9,"United Kingdom","UK",1992-07-31,1992,1992-11-06,1992,0,\N,0,0,\N,0,0
2092,"TRIS:1992:0220:DE:N",3,"Germany","DE",1992-08-03,1992,1992-11-30,1992,0,"United Kingdom",1,0,\N,0,0
2093,"TRIS:1992:0221:DE:N",3,"Germany","DE",1992-08-03,1992,1993-02-15,1993,0,"Netherlands",1,0,"Commission, Spain",2,1
2094,"TRIS:1992:9103:NO:N",31,"Norway","NO",1992-08-03,1992,1992-11-02,1992,0,"Commission",1,1,\N,0,0
2095,"TRIS:1992:0222:ES:N",12,"Spain","ES",1992-08-04,1992,1992-11-06,1992,0,"United Kingdom",1,0,\N,0,0
2096,"TRIS:1992:0223:NL:N",6,"Netherlands","NL",1992-08-04,1992,1993-02-12,1993,0,\N,0,0,"Commission, France, Germany",3,1
2097,"TRIS:1992:0224:DE:N",3,"Germany","DE",1992-08-05,1992,\N,\N,0,\N,0,0,\N,0,0
2098,"TRIS:1992:0225:NL:N",6,"Netherlands","NL",1992-08-05,1992,1993-04-30,1993,1,"Commission",1,1,\N,0,0
2099,"TRIS:1992:0226:FR:N",2,"France","FR",1992-08-05,1992,1992-11-13,1992,0,"Commission, Spain",2,1,\N,0,0
2100,"TRIS:1992:9084:AT:N",13,"Austria","AT",1992-08-05,1992,1992-11-05,1992,0,"Commission",1,1,\N,0,0
2101,"TRIS:1992:0227:IT:N",4,"Italy","IT",1992-08-06,1992,1992-11-09,1992,0,"Commission, Denmark",2,1,\N,0,0
2102,"TRIS:1992:0228:IT:N",4,"Italy","IT",1992-08-06,1992,1993-02-08,1993,0,"Spain",1,0,"Commission",1,1
2103,"TRIS:1992:0229:NL:N",6,"Netherlands","NL",1992-08-10,1992,1992-11-16,1992,0,\N,0,0,\N,0,0
2104,"TRIS:1992:9100:FI:N",14,"Finland","FI",1992-08-10,1992,1992-11-09,1992,0,"Commission",1,1,\N,0,0
2105,"TRIS:1992:0230:UK:N",9,"United Kingdom","UK",1992-08-11,1992,1993-08-12,1993,1,"Commission",1,1,\N,0,0
2106,"TRIS:1992:9105:FI:N",14,"Finland","FI",1992-08-11,1992,1992-11-12,1992,0,\N,0,0,\N,0,0
2107,"TRIS:1992:9106:FI:N",14,"Finland","FI",1992-08-11,1992,1992-11-12,1992,0,\N,0,0,\N,0,0
2108,"TRIS:1992:9104:AT:N",13,"Austria","AT",1992-08-12,1992,1992-11-12,1992,0,\N,0,0,\N,0,0
2109,"TRIS:1992:0231:UK:N",9,"United Kingdom","UK",1992-08-14,1992,1993-02-18,1993,0,\N,0,0,"Commission",1,1
2110,"TRIS:1992:0232:FR:N",2,"France","FR",1992-08-14,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2111,"TRIS:1992:0233:FR:N",2,"France","FR",1992-08-14,1992,1992-11-16,1992,0,\N,0,0,\N,0,0
2112,"TRIS:1992:0234:FR:N",2,"France","FR",1992-08-14,1992,1992-11-16,1992,0,\N,0,0,\N,0,0
2113,"TRIS:1992:0235:FR:N",2,"France","FR",1992-08-14,1992,1992-11-16,1992,0,\N,0,0,\N,0,0
2114,"TRIS:1992:0236:FR:N",2,"France","FR",1992-08-14,1992,1992-11-16,1992,0,\N,0,0,\N,0,0
2115,"TRIS:1992:9107:AT:N",13,"Austria","AT",1992-08-14,1992,1992-11-16,1992,0,"Commission",1,1,\N,0,0
2116,"TRIS:1992:0193:NL:N",6,"Netherlands","NL",1992-08-19,1992,1993-08-19,1993,1,"Commission, United Kingdom",2,1,"France",1,0
2117,"TRIS:1992:0237:NL:N",6,"Netherlands","NL",1992-08-19,1992,1993-05-12,1993,0,"Spain",1,0,"Commission",1,1
2118,"TRIS:1992:0238:UK:N",9,"United Kingdom","UK",1992-08-20,1992,1992-11-30,1992,0,"Commission",1,1,\N,0,0
2119,"TRIS:1992:0239:DE:N",3,"Germany","DE",1992-08-20,1992,1992-12-01,1992,0,"Commission, Spain, United Kingdom",3,1,\N,0,0
2120,"TRIS:1992:0240:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands",2,1,\N,0,0
2121,"TRIS:1992:0241:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands, Spain",3,1,\N,0,0
2122,"TRIS:1992:0242:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands",2,1,\N,0,0
2123,"TRIS:1992:0243:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands, Spain",3,1,\N,0,0
2124,"TRIS:1992:0244:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands",2,1,\N,0,0
2125,"TRIS:1992:0245:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands, Spain",3,1,\N,0,0
2126,"TRIS:1992:0246:DE:N",3,"Germany","DE",1992-08-21,1992,1992-12-02,1992,0,"Commission, Netherlands",2,1,\N,0,0
2127,"TRIS:1992:9108:AT:N",13,"Austria","AT",1992-08-21,1992,1992-11-23,1992,0,"Commission",1,1,\N,0,0
2128,"TRIS:1992:0247:DE:N",3,"Germany","DE",1992-08-26,1992,1992-12-07,1992,0,"Commission",1,1,\N,0,0
2129,"TRIS:1992:0248:DE:N",3,"Germany","DE",1992-08-26,1992,1992-12-07,1992,0,"Netherlands",1,0,\N,0,0
2130,"TRIS:1992:0249:NL:N",6,"Netherlands","NL",1992-08-26,1992,1992-12-02,1992,0,\N,0,0,\N,0,0
2131,"TRIS:1992:0250:LU:N",5,"Luxembourg","LU",1992-08-26,1992,1993-08-23,1993,1,"Commission, Spain, United Kingdom",3,1,\N,0,0
2132,"TRIS:1992:0251:NL:N",6,"Netherlands","NL",1992-08-26,1992,1993-08-23,1993,1,"Commission, Spain, United Kingdom",3,1,\N,0,0
2133,"TRIS:1992:0252:FR:N",2,"France","FR",1992-08-27,1992,1992-11-25,1992,0,"Commission, United Kingdom",2,1,\N,0,0
2134,"TRIS:1992:0253:IT:N",4,"Italy","IT",1992-08-27,1992,1993-03-01,1993,0,\N,0,0,"Commission",1,1
2135,"TRIS:1992:0254:DE:N",3,"Germany","DE",1992-08-27,1992,1992-12-07,1992,0,"Commission",1,1,\N,0,0
2136,"TRIS:1992:0255:BE:N",1,"Belgium","BE",1992-08-28,1992,1992-12-04,1992,0,"Commission",1,1,\N,0,0
2137,"TRIS:1992:0256:UK:N",9,"United Kingdom","UK",1992-09-01,1992,1993-03-05,1993,0,\N,0,0,"Commission",1,1
2138,"TRIS:1992:9110:SE:N",15,"Sweden","SE",1992-09-01,1992,1992-12-02,1992,0,"Commission",1,1,\N,0,0
2139,"TRIS:1992:0257:UK:N",9,"United Kingdom","UK",1992-09-03,1992,1992-12-10,1992,0,\N,0,0,\N,0,0
2140,"TRIS:1992:0258:NL:N",6,"Netherlands","NL",1992-09-03,1992,1992-12-08,1992,0,"Commission, France",2,1,\N,0,0
2141,"TRIS:1992:9111:AT:N",13,"Austria","AT",1992-09-03,1992,1992-12-03,1992,0,\N,0,0,\N,0,0
2142,"TRIS:1992:9112:CH:N",32,"Switzerland","CH",1992-09-03,1992,1992-12-03,1992,0,\N,0,0,\N,0,0
2143,"TRIS:1992:0259:UK:N",9,"United Kingdom","UK",1992-09-08,1992,1993-03-10,1993,0,"France",1,0,"Belgium, Commission, Netherlands",3,1
2144,"TRIS:1992:9114:NO:N",31,"Norway","NO",1992-09-08,1992,1992-12-08,1992,0,\N,0,0,\N,0,0
2145,"TRIS:1992:9115:NO:N",31,"Norway","NO",1992-09-08,1992,1992-12-08,1992,0,\N,0,0,\N,0,0
2146,"TRIS:1992:0260:EL:N",10,"Greece","EL",1992-09-09,1992,1993-05-10,1993,0,\N,0,0,"Commission",1,1
2147,"TRIS:1992:0261:EL:N",10,"Greece","EL",1992-09-09,1992,1993-05-10,1993,0,"Italy, Spain, United Kingdom",3,0,"Commission, France",2,1
2148,"TRIS:1992:0262:ES:N",12,"Spain","ES",1992-09-11,1992,1992-12-11,1992,0,\N,0,0,\N,0,0
2149,"TRIS:1992:0263:DE:N",3,"Germany","DE",1992-09-11,1992,1992-12-18,1992,0,"Commission",1,1,\N,0,0
2150,"TRIS:1992:0264:DE:N",3,"Germany","DE",1992-09-14,1992,1993-01-04,1993,0,"Commission, France",2,1,\N,0,0
2151,"TRIS:1992:9109:AT:N",13,"Austria","AT",1992-09-17,1992,1992-12-16,1992,0,"Commission",1,1,\N,0,0
2152,"TRIS:1992:9113:NO:N",31,"Norway","NO",1992-09-17,1992,1992-12-08,1992,0,"Commission",1,1,\N,0,0
2153,"TRIS:1992:0265:DE:N",3,"Germany","DE",1992-09-18,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2154,"TRIS:1992:0266:DE:N",3,"Germany","DE",1992-09-18,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2155,"TRIS:1992:0267:DE:N",3,"Germany","DE",1992-09-18,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2156,"TRIS:1992:0268:DE:N",3,"Germany","DE",1992-09-18,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2157,"TRIS:1992:0269:DE:N",3,"Germany","DE",1992-09-18,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2158,"TRIS:1992:9116:AT:N",13,"Austria","AT",1992-09-18,1992,1992-12-16,1992,0,\N,0,0,\N,0,0
2159,"TRIS:1992:9117:AT:N",13,"Austria","AT",1992-09-18,1992,1992-12-16,1992,0,\N,0,0,\N,0,0
2160,"TRIS:1992:0270:FR:N",2,"France","FR",1992-09-21,1992,1992-12-22,1992,0,"Commission",1,1,\N,0,0
2161,"TRIS:1992:0271:FR:N",2,"France","FR",1992-09-21,1992,1992-12-22,1992,0,\N,0,0,\N,0,0
2162,"TRIS:1992:0272:PT:N",11,"Portugal","PT",1992-09-23,1992,1993-04-13,1993,0,\N,0,0,"Commission",1,1
2163,"TRIS:1992:0273:PT:N",11,"Portugal","PT",1992-09-23,1992,1993-04-13,1993,0,\N,0,0,"Commission",1,1
2164,"TRIS:1992:0274:DE:N",3,"Germany","DE",1992-09-23,1992,1993-01-04,1993,0,\N,0,0,\N,0,0
2165,"TRIS:1992:0275:ES:N",12,"Spain","ES",1992-09-23,1992,1993-09-23,1993,1,"Commission",1,1,"France",1,0
2166,"TRIS:1992:0276:FR:N",2,"France","FR",1992-09-23,1992,\N,\N,0,\N,0,0,\N,0,0
2167,"TRIS:1992:0277:FR:N",2,"France","FR",1992-09-23,1992,1993-03-25,1993,0,"Denmark, European Free Trade Association",2,0,"Commission",1,1
2168,"TRIS:1992:9118:SE:N",15,"Sweden","SE",1992-09-23,1992,1992-12-10,1992,0,\N,0,0,\N,0,0
2169,"TRIS:1992:0278:ES:N",12,"Spain","ES",1992-09-24,1992,1993-03-23,1993,0,\N,0,0,"Commission",1,1
2170,"TRIS:1992:0279:DE:N",3,"Germany","DE",1992-09-24,1992,1993-01-04,1993,0,"Commission, France",2,1,\N,0,0
2171,"TRIS:1992:0280:DE:N",3,"Germany","DE",1992-09-24,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2172,"TRIS:1992:0281:DE:N",3,"Germany","DE",1992-09-28,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2173,"TRIS:1992:0282:DK:N",7,"Denmark","DK",1992-09-28,1992,1993-04-30,1993,0,\N,0,0,"Commission, France",2,1
2174,"TRIS:1992:0283:DK:N",7,"Denmark","DK",1992-09-28,1992,1993-01-14,1993,0,\N,0,0,\N,0,0
2175,"TRIS:1992:9119:FI:N",14,"Finland","FI",1992-09-30,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2176,"TRIS:1992:0284:UK:N",9,"United Kingdom","UK",1992-10-01,1992,1993-01-06,1993,0,"Commission",1,1,\N,0,0
2177,"TRIS:1992:9120:NO:N",31,"Norway","NO",1992-10-02,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2178,"TRIS:1992:9121:SE:N",15,"Sweden","SE",1992-10-02,1992,1993-01-04,1993,0,"Commission",1,1,\N,0,0
2179,"TRIS:1992:9122:SE:N",15,"Sweden","SE",1992-10-06,1992,1993-01-06,1993,0,"Commission",1,1,\N,0,0
2180,"TRIS:1992:9124:CH:N",32,"Switzerland","CH",1992-10-08,1992,1993-01-08,1993,0,"Commission",1,1,\N,0,0
2181,"TRIS:1992:0285:EL:N",10,"Greece","EL",1992-10-12,1992,1993-11-10,1993,1,"Commission, Spain",2,1,"France",1,0
2182,"TRIS:1992:0286:NL:N",6,"Netherlands","NL",1992-10-12,1992,1993-11-05,1993,1,"Commission",1,1,"France",1,0
2183,"TRIS:1992:0287:DE:N",3,"Germany","DE",1992-10-16,1992,1993-04-22,1993,0,\N,0,0,"Commission",1,1
2184,"TRIS:1992:0288:NL:N",6,"Netherlands","NL",1992-10-16,1992,1993-04-20,1993,0,"Italy",1,0,"Commission",1,1
2185,"TRIS:1992:0289:DK:N",7,"Denmark","DK",1992-10-19,1992,1993-02-08,1993,0,"Commission, Germany",2,1,\N,0,0
2186,"TRIS:1992:0290:FR:N",2,"France","FR",1992-10-20,1992,1993-04-30,1993,0,"Italy",1,0,"Commission",1,1
