"key_ID","year","opinion_by","notification_by","count_opinions"
2897,1995,"Italy","Austria",0
2898,1995,"Italy","Belgium",0
2899,1995,"Italy","Denmark",0
2900,1995,"Italy","Finland",0
2901,1995,"Italy","France",1
2902,1995,"Italy","Germany",0
2903,1995,"Italy","Greece",0
2904,1995,"Italy","Iceland",0
2905,1995,"Italy","Ireland",0
2906,1995,"Italy","Italy",0
2907,1995,"Italy","Liechtenstein",0
2908,1995,"Italy","Luxembourg",1
2909,1995,"Italy","Netherlands",0
2910,1995,"Italy","Norway",0
2911,1995,"Italy","Portugal",0
2912,1995,"Italy","Spain",0
2913,1995,"Italy","Sweden",1
2914,1995,"Italy","Switzerland",0
2915,1995,"Italy","Turkey",0
2916,1995,"Italy","United Kingdom",1
2917,1995,"Liechtenstein","Austria",0
2918,1995,"Liechtenstein","Belgium",0
2919,1995,"Liechtenstein","Denmark",0
2920,1995,"Liechtenstein","Finland",0
2921,1995,"Liechtenstein","France",0
2922,1995,"Liechtenstein","Germany",0
2923,1995,"Liechtenstein","Greece",0
2924,1995,"Liechtenstein","Iceland",0
2925,1995,"Liechtenstein","Ireland",0
2926,1995,"Liechtenstein","Italy",0
2927,1995,"Liechtenstein","Liechtenstein",0
2928,1995,"Liechtenstein","Luxembourg",0
2929,1995,"Liechtenstein","Netherlands",0
2930,1995,"Liechtenstein","Norway",0
2931,1995,"Liechtenstein","Portugal",0
2932,1995,"Liechtenstein","Spain",0
2933,1995,"Liechtenstein","Sweden",0
2934,1995,"Liechtenstein","Switzerland",0
2935,1995,"Liechtenstein","Turkey",0
2936,1995,"Liechtenstein","United Kingdom",0
2937,1995,"Luxembourg","Austria",0
2938,1995,"Luxembourg","Belgium",0
2939,1995,"Luxembourg","Denmark",0
2940,1995,"Luxembourg","Finland",0
2941,1995,"Luxembourg","France",0
2942,1995,"Luxembourg","Germany",0
2943,1995,"Luxembourg","Greece",0
2944,1995,"Luxembourg","Iceland",0
2945,1995,"Luxembourg","Ireland",0
2946,1995,"Luxembourg","Italy",0
2947,1995,"Luxembourg","Liechtenstein",0
2948,1995,"Luxembourg","Luxembourg",0
2949,1995,"Luxembourg","Netherlands",0
2950,1995,"Luxembourg","Norway",0
2951,1995,"Luxembourg","Portugal",0
2952,1995,"Luxembourg","Spain",0
2953,1995,"Luxembourg","Sweden",0
2954,1995,"Luxembourg","Switzerland",0
2955,1995,"Luxembourg","Turkey",0
2956,1995,"Luxembourg","United Kingdom",0
2957,1995,"Netherlands","Austria",2
2958,1995,"Netherlands","Belgium",0
2959,1995,"Netherlands","Denmark",0
2960,1995,"Netherlands","Finland",0
2961,1995,"Netherlands","France",1
2962,1995,"Netherlands","Germany",2
2963,1995,"Netherlands","Greece",1
2964,1995,"Netherlands","Iceland",0
2965,1995,"Netherlands","Ireland",0
2966,1995,"Netherlands","Italy",0
2967,1995,"Netherlands","Liechtenstein",0
2968,1995,"Netherlands","Luxembourg",0
2969,1995,"Netherlands","Netherlands",0
2970,1995,"Netherlands","Norway",0
2971,1995,"Netherlands","Portugal",0
2972,1995,"Netherlands","Spain",0
2973,1995,"Netherlands","Sweden",1
2974,1995,"Netherlands","Switzerland",0
2975,1995,"Netherlands","Turkey",0
2976,1995,"Netherlands","United Kingdom",0
2977,1995,"Norway","Austria",0
2978,1995,"Norway","Belgium",0
2979,1995,"Norway","Denmark",0
2980,1995,"Norway","Finland",0
2981,1995,"Norway","France",0
2982,1995,"Norway","Germany",0
2983,1995,"Norway","Greece",0
2984,1995,"Norway","Iceland",0
2985,1995,"Norway","Ireland",0
2986,1995,"Norway","Italy",0
2987,1995,"Norway","Liechtenstein",0
2988,1995,"Norway","Luxembourg",0
2989,1995,"Norway","Netherlands",0
2990,1995,"Norway","Norway",0
2991,1995,"Norway","Portugal",0
2992,1995,"Norway","Spain",0
2993,1995,"Norway","Sweden",0
2994,1995,"Norway","Switzerland",0
2995,1995,"Norway","Turkey",0
2996,1995,"Norway","United Kingdom",0
2997,1995,"Portugal","Austria",0
2998,1995,"Portugal","Belgium",0
2999,1995,"Portugal","Denmark",0
3000,1995,"Portugal","Finland",0
3001,1995,"Portugal","France",0
3002,1995,"Portugal","Germany",0
3003,1995,"Portugal","Greece",0
3004,1995,"Portugal","Iceland",0
3005,1995,"Portugal","Ireland",0
3006,1995,"Portugal","Italy",0
3007,1995,"Portugal","Liechtenstein",0
3008,1995,"Portugal","Luxembourg",0
3009,1995,"Portugal","Netherlands",0
3010,1995,"Portugal","Norway",0
3011,1995,"Portugal","Portugal",0
3012,1995,"Portugal","Spain",0
3013,1995,"Portugal","Sweden",0
3014,1995,"Portugal","Switzerland",0
3015,1995,"Portugal","Turkey",0
3016,1995,"Portugal","United Kingdom",0
3017,1995,"Spain","Austria",1
3018,1995,"Spain","Belgium",0
3019,1995,"Spain","Denmark",0
3020,1995,"Spain","Finland",0
3021,1995,"Spain","France",0
3022,1995,"Spain","Germany",0
3023,1995,"Spain","Greece",1
3024,1995,"Spain","Iceland",0
3025,1995,"Spain","Ireland",0
3026,1995,"Spain","Italy",0
3027,1995,"Spain","Liechtenstein",0
3028,1995,"Spain","Luxembourg",0
3029,1995,"Spain","Netherlands",1
3030,1995,"Spain","Norway",0
3031,1995,"Spain","Portugal",0
3032,1995,"Spain","Spain",0
3033,1995,"Spain","Sweden",1
3034,1995,"Spain","Switzerland",0
3035,1995,"Spain","Turkey",0
3036,1995,"Spain","United Kingdom",0
3037,1995,"Sweden","Austria",0
3038,1995,"Sweden","Belgium",0
3039,1995,"Sweden","Denmark",0
3040,1995,"Sweden","Finland",0
3041,1995,"Sweden","France",0
3042,1995,"Sweden","Germany",0
3043,1995,"Sweden","Greece",0
3044,1995,"Sweden","Iceland",0
3045,1995,"Sweden","Ireland",0
3046,1995,"Sweden","Italy",0
3047,1995,"Sweden","Liechtenstein",0
3048,1995,"Sweden","Luxembourg",0
3049,1995,"Sweden","Netherlands",1
3050,1995,"Sweden","Norway",0
3051,1995,"Sweden","Portugal",0
3052,1995,"Sweden","Spain",0
3053,1995,"Sweden","Sweden",0
3054,1995,"Sweden","Switzerland",0
3055,1995,"Sweden","Turkey",0
3056,1995,"Sweden","United Kingdom",0
3057,1995,"Switzerland","Austria",0
3058,1995,"Switzerland","Belgium",0
3059,1995,"Switzerland","Denmark",0
3060,1995,"Switzerland","Finland",0
3061,1995,"Switzerland","France",0
3062,1995,"Switzerland","Germany",0
3063,1995,"Switzerland","Greece",0
3064,1995,"Switzerland","Iceland",0
3065,1995,"Switzerland","Ireland",0
3066,1995,"Switzerland","Italy",0
3067,1995,"Switzerland","Liechtenstein",0
3068,1995,"Switzerland","Luxembourg",0
3069,1995,"Switzerland","Netherlands",0
3070,1995,"Switzerland","Norway",0
3071,1995,"Switzerland","Portugal",0
3072,1995,"Switzerland","Spain",0
3073,1995,"Switzerland","Sweden",0
3074,1995,"Switzerland","Switzerland",0
3075,1995,"Switzerland","Turkey",0
3076,1995,"Switzerland","United Kingdom",0
3077,1995,"Turkey","Austria",0
3078,1995,"Turkey","Belgium",0
3079,1995,"Turkey","Denmark",0
3080,1995,"Turkey","Finland",0
3081,1995,"Turkey","France",0
3082,1995,"Turkey","Germany",0
3083,1995,"Turkey","Greece",0
3084,1995,"Turkey","Iceland",0
3085,1995,"Turkey","Ireland",0
3086,1995,"Turkey","Italy",0
3087,1995,"Turkey","Liechtenstein",0
3088,1995,"Turkey","Luxembourg",0
3089,1995,"Turkey","Netherlands",0
3090,1995,"Turkey","Norway",0
3091,1995,"Turkey","Portugal",0
3092,1995,"Turkey","Spain",0
3093,1995,"Turkey","Sweden",0
3094,1995,"Turkey","Switzerland",0
3095,1995,"Turkey","Turkey",0
3096,1995,"Turkey","United Kingdom",0
3097,1995,"United Kingdom","Austria",1
3098,1995,"United Kingdom","Belgium",0
3099,1995,"United Kingdom","Denmark",0
3100,1995,"United Kingdom","Finland",0
3101,1995,"United Kingdom","France",3
3102,1995,"United Kingdom","Germany",3
3103,1995,"United Kingdom","Greece",0
3104,1995,"United Kingdom","Iceland",0
3105,1995,"United Kingdom","Ireland",0
3106,1995,"United Kingdom","Italy",1
3107,1995,"United Kingdom","Liechtenstein",0
3108,1995,"United Kingdom","Luxembourg",1
3109,1995,"United Kingdom","Netherlands",2
3110,1995,"United Kingdom","Norway",0
3111,1995,"United Kingdom","Portugal",0
3112,1995,"United Kingdom","Spain",1
3113,1995,"United Kingdom","Sweden",2
3114,1995,"United Kingdom","Switzerland",0
3115,1995,"United Kingdom","Turkey",0
3116,1995,"United Kingdom","United Kingdom",0
3117,1996,"Austria","Austria",0
3118,1996,"Austria","Belgium",0
3119,1996,"Austria","Denmark",0
3120,1996,"Austria","Finland",0
3121,1996,"Austria","France",2
3122,1996,"Austria","Germany",5
3123,1996,"Austria","Greece",0
3124,1996,"Austria","Iceland",0
3125,1996,"Austria","Ireland",0
3126,1996,"Austria","Italy",2
3127,1996,"Austria","Liechtenstein",0
3128,1996,"Austria","Luxembourg",0
3129,1996,"Austria","Netherlands",0
3130,1996,"Austria","Norway",0
3131,1996,"Austria","Portugal",0
3132,1996,"Austria","Spain",0
3133,1996,"Austria","Sweden",0
3134,1996,"Austria","Switzerland",0
3135,1996,"Austria","Turkey",0
3136,1996,"Austria","United Kingdom",0
3137,1996,"Belgium","Austria",0
3138,1996,"Belgium","Belgium",0
3139,1996,"Belgium","Denmark",2
3140,1996,"Belgium","Finland",0
3141,1996,"Belgium","France",2
3142,1996,"Belgium","Germany",0
3143,1996,"Belgium","Greece",0
3144,1996,"Belgium","Iceland",0
3145,1996,"Belgium","Ireland",0
3146,1996,"Belgium","Italy",0
3147,1996,"Belgium","Liechtenstein",0
3148,1996,"Belgium","Luxembourg",0
3149,1996,"Belgium","Netherlands",0
3150,1996,"Belgium","Norway",0
3151,1996,"Belgium","Portugal",0
3152,1996,"Belgium","Spain",1
3153,1996,"Belgium","Sweden",1
3154,1996,"Belgium","Switzerland",0
3155,1996,"Belgium","Turkey",0
3156,1996,"Belgium","United Kingdom",1
3157,1996,"Commission","Austria",12
3158,1996,"Commission","Belgium",2
3159,1996,"Commission","Denmark",10
3160,1996,"Commission","Finland",9
3161,1996,"Commission","France",4
3162,1996,"Commission","Germany",7
3163,1996,"Commission","Greece",2
3164,1996,"Commission","Iceland",0
3165,1996,"Commission","Ireland",1
3166,1996,"Commission","Italy",9
3167,1996,"Commission","Liechtenstein",0
3168,1996,"Commission","Luxembourg",0
3169,1996,"Commission","Netherlands",10
3170,1996,"Commission","Norway",0
3171,1996,"Commission","Portugal",12
3172,1996,"Commission","Spain",6
3173,1996,"Commission","Sweden",13
3174,1996,"Commission","Switzerland",0
3175,1996,"Commission","Turkey",0
3176,1996,"Commission","United Kingdom",8
3177,1996,"Denmark","Austria",0
3178,1996,"Denmark","Belgium",0
3179,1996,"Denmark","Denmark",0
3180,1996,"Denmark","Finland",0
3181,1996,"Denmark","France",1
3182,1996,"Denmark","Germany",0
3183,1996,"Denmark","Greece",0
3184,1996,"Denmark","Iceland",0
3185,1996,"Denmark","Ireland",0
3186,1996,"Denmark","Italy",0
3187,1996,"Denmark","Liechtenstein",0
3188,1996,"Denmark","Luxembourg",0
3189,1996,"Denmark","Netherlands",0
3190,1996,"Denmark","Norway",0
3191,1996,"Denmark","Portugal",0
3192,1996,"Denmark","Spain",0
3193,1996,"Denmark","Sweden",0
3194,1996,"Denmark","Switzerland",0
3195,1996,"Denmark","Turkey",0
3196,1996,"Denmark","United Kingdom",0
3197,1996,"European Free Trade Association","Austria",0
3198,1996,"European Free Trade Association","Belgium",0
3199,1996,"European Free Trade Association","Denmark",0
3200,1996,"European Free Trade Association","Finland",0
3201,1996,"European Free Trade Association","France",0
3202,1996,"European Free Trade Association","Germany",0
3203,1996,"European Free Trade Association","Greece",0
3204,1996,"European Free Trade Association","Iceland",0
3205,1996,"European Free Trade Association","Ireland",0
3206,1996,"European Free Trade Association","Italy",0
3207,1996,"European Free Trade Association","Liechtenstein",0
3208,1996,"European Free Trade Association","Luxembourg",0
3209,1996,"European Free Trade Association","Netherlands",0
3210,1996,"European Free Trade Association","Norway",0
3211,1996,"European Free Trade Association","Portugal",0
3212,1996,"European Free Trade Association","Spain",0
3213,1996,"European Free Trade Association","Sweden",0
3214,1996,"European Free Trade Association","Switzerland",0
3215,1996,"European Free Trade Association","Turkey",0
3216,1996,"European Free Trade Association","United Kingdom",0
3217,1996,"Finland","Austria",0
3218,1996,"Finland","Belgium",1
3219,1996,"Finland","Denmark",0
3220,1996,"Finland","Finland",0
3221,1996,"Finland","France",0
3222,1996,"Finland","Germany",1
3223,1996,"Finland","Greece",0
3224,1996,"Finland","Iceland",0
3225,1996,"Finland","Ireland",0
3226,1996,"Finland","Italy",0
3227,1996,"Finland","Liechtenstein",0
3228,1996,"Finland","Luxembourg",0
3229,1996,"Finland","Netherlands",0
3230,1996,"Finland","Norway",0
3231,1996,"Finland","Portugal",1
3232,1996,"Finland","Spain",0
3233,1996,"Finland","Sweden",1
3234,1996,"Finland","Switzerland",0
3235,1996,"Finland","Turkey",0
3236,1996,"Finland","United Kingdom",0
3237,1996,"France","Austria",5
3238,1996,"France","Belgium",2
3239,1996,"France","Denmark",5
3240,1996,"France","Finland",0
3241,1996,"France","France",0
3242,1996,"France","Germany",5
3243,1996,"France","Greece",0
3244,1996,"France","Iceland",0
3245,1996,"France","Ireland",0
3246,1996,"France","Italy",2
3247,1996,"France","Liechtenstein",0
3248,1996,"France","Luxembourg",0
3249,1996,"France","Netherlands",5
3250,1996,"France","Norway",0
3251,1996,"France","Portugal",2
3252,1996,"France","Spain",1
3253,1996,"France","Sweden",2
3254,1996,"France","Switzerland",0
3255,1996,"France","Turkey",0
3256,1996,"France","United Kingdom",1
3257,1996,"Germany","Austria",7
3258,1996,"Germany","Belgium",2
3259,1996,"Germany","Denmark",1
3260,1996,"Germany","Finland",3
3261,1996,"Germany","France",1
3262,1996,"Germany","Germany",0
3263,1996,"Germany","Greece",2
3264,1996,"Germany","Iceland",0
3265,1996,"Germany","Ireland",0
3266,1996,"Germany","Italy",2
3267,1996,"Germany","Liechtenstein",0
3268,1996,"Germany","Luxembourg",0
3269,1996,"Germany","Netherlands",4
3270,1996,"Germany","Norway",0
3271,1996,"Germany","Portugal",0
3272,1996,"Germany","Spain",4
3273,1996,"Germany","Sweden",3
3274,1996,"Germany","Switzerland",0
3275,1996,"Germany","Turkey",0
3276,1996,"Germany","United Kingdom",2
3277,1996,"Greece","Austria",0
3278,1996,"Greece","Belgium",0
3279,1996,"Greece","Denmark",0
3280,1996,"Greece","Finland",0
3281,1996,"Greece","France",0
3282,1996,"Greece","Germany",0
3283,1996,"Greece","Greece",0
3284,1996,"Greece","Iceland",0
3285,1996,"Greece","Ireland",0
3286,1996,"Greece","Italy",0
3287,1996,"Greece","Liechtenstein",0
3288,1996,"Greece","Luxembourg",0
3289,1996,"Greece","Netherlands",0
3290,1996,"Greece","Norway",0
3291,1996,"Greece","Portugal",0
3292,1996,"Greece","Spain",0
3293,1996,"Greece","Sweden",0
3294,1996,"Greece","Switzerland",0
3295,1996,"Greece","Turkey",0
3296,1996,"Greece","United Kingdom",0
3297,1996,"Iceland","Austria",0
3298,1996,"Iceland","Belgium",0
3299,1996,"Iceland","Denmark",0
3300,1996,"Iceland","Finland",0
3301,1996,"Iceland","France",0
3302,1996,"Iceland","Germany",0
3303,1996,"Iceland","Greece",0
3304,1996,"Iceland","Iceland",0
3305,1996,"Iceland","Ireland",0
3306,1996,"Iceland","Italy",0
3307,1996,"Iceland","Liechtenstein",0
3308,1996,"Iceland","Luxembourg",0
3309,1996,"Iceland","Netherlands",0
3310,1996,"Iceland","Norway",0
3311,1996,"Iceland","Portugal",0
3312,1996,"Iceland","Spain",0
3313,1996,"Iceland","Sweden",0
3314,1996,"Iceland","Switzerland",0
3315,1996,"Iceland","Turkey",0
3316,1996,"Iceland","United Kingdom",0
3317,1996,"Ireland","Austria",0
3318,1996,"Ireland","Belgium",0
3319,1996,"Ireland","Denmark",0
3320,1996,"Ireland","Finland",0
3321,1996,"Ireland","France",1
3322,1996,"Ireland","Germany",0
3323,1996,"Ireland","Greece",0
3324,1996,"Ireland","Iceland",0
3325,1996,"Ireland","Ireland",0
3326,1996,"Ireland","Italy",0
3327,1996,"Ireland","Liechtenstein",0
3328,1996,"Ireland","Luxembourg",0
3329,1996,"Ireland","Netherlands",0
3330,1996,"Ireland","Norway",0
3331,1996,"Ireland","Portugal",0
3332,1996,"Ireland","Spain",0
3333,1996,"Ireland","Sweden",0
3334,1996,"Ireland","Switzerland",0
3335,1996,"Ireland","Turkey",0
3336,1996,"Ireland","United Kingdom",0
3337,1996,"Italy","Austria",2
3338,1996,"Italy","Belgium",1
3339,1996,"Italy","Denmark",1
3340,1996,"Italy","Finland",3
3341,1996,"Italy","France",0
3342,1996,"Italy","Germany",2
3343,1996,"Italy","Greece",1
3344,1996,"Italy","Iceland",0
3345,1996,"Italy","Ireland",1
3346,1996,"Italy","Italy",0
3347,1996,"Italy","Liechtenstein",0
3348,1996,"Italy","Luxembourg",0
3349,1996,"Italy","Netherlands",1
3350,1996,"Italy","Norway",0
3351,1996,"Italy","Portugal",2
3352,1996,"Italy","Spain",0
3353,1996,"Italy","Sweden",4
3354,1996,"Italy","Switzerland",0
3355,1996,"Italy","Turkey",0
3356,1996,"Italy","United Kingdom",0
3357,1996,"Liechtenstein","Austria",0
3358,1996,"Liechtenstein","Belgium",0
3359,1996,"Liechtenstein","Denmark",0
3360,1996,"Liechtenstein","Finland",0
3361,1996,"Liechtenstein","France",0
3362,1996,"Liechtenstein","Germany",0
3363,1996,"Liechtenstein","Greece",0
3364,1996,"Liechtenstein","Iceland",0
3365,1996,"Liechtenstein","Ireland",0
3366,1996,"Liechtenstein","Italy",0
3367,1996,"Liechtenstein","Liechtenstein",0
3368,1996,"Liechtenstein","Luxembourg",0
3369,1996,"Liechtenstein","Netherlands",0
3370,1996,"Liechtenstein","Norway",0
3371,1996,"Liechtenstein","Portugal",0
3372,1996,"Liechtenstein","Spain",0
3373,1996,"Liechtenstein","Sweden",0
3374,1996,"Liechtenstein","Switzerland",0
3375,1996,"Liechtenstein","Turkey",0
3376,1996,"Liechtenstein","United Kingdom",0
3377,1996,"Luxembourg","Austria",0
3378,1996,"Luxembourg","Belgium",0
3379,1996,"Luxembourg","Denmark",0
3380,1996,"Luxembourg","Finland",0
3381,1996,"Luxembourg","France",0
3382,1996,"Luxembourg","Germany",0
3383,1996,"Luxembourg","Greece",0
3384,1996,"Luxembourg","Iceland",0
3385,1996,"Luxembourg","Ireland",0
3386,1996,"Luxembourg","Italy",0
3387,1996,"Luxembourg","Liechtenstein",0
3388,1996,"Luxembourg","Luxembourg",0
3389,1996,"Luxembourg","Netherlands",0
3390,1996,"Luxembourg","Norway",0
3391,1996,"Luxembourg","Portugal",0
3392,1996,"Luxembourg","Spain",0
3393,1996,"Luxembourg","Sweden",0
3394,1996,"Luxembourg","Switzerland",0
3395,1996,"Luxembourg","Turkey",0
3396,1996,"Luxembourg","United Kingdom",0
3397,1996,"Netherlands","Austria",2
3398,1996,"Netherlands","Belgium",1
3399,1996,"Netherlands","Denmark",1
3400,1996,"Netherlands","Finland",1
3401,1996,"Netherlands","France",0
3402,1996,"Netherlands","Germany",0
3403,1996,"Netherlands","Greece",0
3404,1996,"Netherlands","Iceland",0
3405,1996,"Netherlands","Ireland",0
3406,1996,"Netherlands","Italy",0
3407,1996,"Netherlands","Liechtenstein",0
3408,1996,"Netherlands","Luxembourg",0
3409,1996,"Netherlands","Netherlands",0
3410,1996,"Netherlands","Norway",0
3411,1996,"Netherlands","Portugal",0
3412,1996,"Netherlands","Spain",0
3413,1996,"Netherlands","Sweden",1
3414,1996,"Netherlands","Switzerland",0
3415,1996,"Netherlands","Turkey",0
3416,1996,"Netherlands","United Kingdom",0
3417,1996,"Norway","Austria",0
3418,1996,"Norway","Belgium",0
3419,1996,"Norway","Denmark",0
3420,1996,"Norway","Finland",0
3421,1996,"Norway","France",0
3422,1996,"Norway","Germany",0
3423,1996,"Norway","Greece",0
3424,1996,"Norway","Iceland",0
3425,1996,"Norway","Ireland",0
3426,1996,"Norway","Italy",0
3427,1996,"Norway","Liechtenstein",0
3428,1996,"Norway","Luxembourg",0
3429,1996,"Norway","Netherlands",0
3430,1996,"Norway","Norway",0
3431,1996,"Norway","Portugal",0
3432,1996,"Norway","Spain",0
3433,1996,"Norway","Sweden",0
3434,1996,"Norway","Switzerland",0
3435,1996,"Norway","Turkey",0
3436,1996,"Norway","United Kingdom",0
3437,1996,"Portugal","Austria",0
3438,1996,"Portugal","Belgium",0
3439,1996,"Portugal","Denmark",0
3440,1996,"Portugal","Finland",0
3441,1996,"Portugal","France",2
3442,1996,"Portugal","Germany",0
3443,1996,"Portugal","Greece",0
3444,1996,"Portugal","Iceland",0
3445,1996,"Portugal","Ireland",0
3446,1996,"Portugal","Italy",0
3447,1996,"Portugal","Liechtenstein",0
3448,1996,"Portugal","Luxembourg",0
3449,1996,"Portugal","Netherlands",0
3450,1996,"Portugal","Norway",0
3451,1996,"Portugal","Portugal",0
3452,1996,"Portugal","Spain",0
3453,1996,"Portugal","Sweden",1
3454,1996,"Portugal","Switzerland",0
3455,1996,"Portugal","Turkey",0
3456,1996,"Portugal","United Kingdom",0
3457,1996,"Spain","Austria",2
3458,1996,"Spain","Belgium",0
3459,1996,"Spain","Denmark",4
3460,1996,"Spain","Finland",0
3461,1996,"Spain","France",0
3462,1996,"Spain","Germany",2
3463,1996,"Spain","Greece",0
3464,1996,"Spain","Iceland",0
3465,1996,"Spain","Ireland",0
3466,1996,"Spain","Italy",1
3467,1996,"Spain","Liechtenstein",0
3468,1996,"Spain","Luxembourg",0
3469,1996,"Spain","Netherlands",1
3470,1996,"Spain","Norway",0
3471,1996,"Spain","Portugal",2
3472,1996,"Spain","Spain",0
3473,1996,"Spain","Sweden",2
3474,1996,"Spain","Switzerland",0
3475,1996,"Spain","Turkey",0
3476,1996,"Spain","United Kingdom",0
3477,1996,"Sweden","Austria",0
3478,1996,"Sweden","Belgium",0
3479,1996,"Sweden","Denmark",0
3480,1996,"Sweden","Finland",0
3481,1996,"Sweden","France",0
3482,1996,"Sweden","Germany",0
3483,1996,"Sweden","Greece",0
3484,1996,"Sweden","Iceland",0
3485,1996,"Sweden","Ireland",0
3486,1996,"Sweden","Italy",0
3487,1996,"Sweden","Liechtenstein",0
3488,1996,"Sweden","Luxembourg",0
3489,1996,"Sweden","Netherlands",0
3490,1996,"Sweden","Norway",0
3491,1996,"Sweden","Portugal",0
3492,1996,"Sweden","Spain",0
3493,1996,"Sweden","Sweden",0
3494,1996,"Sweden","Switzerland",0
3495,1996,"Sweden","Turkey",0
3496,1996,"Sweden","United Kingdom",0
3497,1996,"Switzerland","Austria",0
3498,1996,"Switzerland","Belgium",0
3499,1996,"Switzerland","Denmark",0
3500,1996,"Switzerland","Finland",0
3501,1996,"Switzerland","France",0
3502,1996,"Switzerland","Germany",0
3503,1996,"Switzerland","Greece",0
3504,1996,"Switzerland","Iceland",0
3505,1996,"Switzerland","Ireland",0
3506,1996,"Switzerland","Italy",0
3507,1996,"Switzerland","Liechtenstein",0
3508,1996,"Switzerland","Luxembourg",0
3509,1996,"Switzerland","Netherlands",0
3510,1996,"Switzerland","Norway",0
3511,1996,"Switzerland","Portugal",0
3512,1996,"Switzerland","Spain",0
3513,1996,"Switzerland","Sweden",0
3514,1996,"Switzerland","Switzerland",0
3515,1996,"Switzerland","Turkey",0
3516,1996,"Switzerland","United Kingdom",0
3517,1996,"Turkey","Austria",0
3518,1996,"Turkey","Belgium",0
3519,1996,"Turkey","Denmark",0
3520,1996,"Turkey","Finland",0
3521,1996,"Turkey","France",0
3522,1996,"Turkey","Germany",0
3523,1996,"Turkey","Greece",0
3524,1996,"Turkey","Iceland",0
3525,1996,"Turkey","Ireland",0
3526,1996,"Turkey","Italy",0
3527,1996,"Turkey","Liechtenstein",0
3528,1996,"Turkey","Luxembourg",0
3529,1996,"Turkey","Netherlands",0
3530,1996,"Turkey","Norway",0
3531,1996,"Turkey","Portugal",0
3532,1996,"Turkey","Spain",0
3533,1996,"Turkey","Sweden",0
3534,1996,"Turkey","Switzerland",0
3535,1996,"Turkey","Turkey",0
3536,1996,"Turkey","United Kingdom",0
3537,1996,"United Kingdom","Austria",2
3538,1996,"United Kingdom","Belgium",2
3539,1996,"United Kingdom","Denmark",4
3540,1996,"United Kingdom","Finland",0
3541,1996,"United Kingdom","France",4
3542,1996,"United Kingdom","Germany",5
3543,1996,"United Kingdom","Greece",1
3544,1996,"United Kingdom","Iceland",0
3545,1996,"United Kingdom","Ireland",0
3546,1996,"United Kingdom","Italy",1
3547,1996,"United Kingdom","Liechtenstein",0
3548,1996,"United Kingdom","Luxembourg",0
3549,1996,"United Kingdom","Netherlands",6
3550,1996,"United Kingdom","Norway",0
3551,1996,"United Kingdom","Portugal",3
3552,1996,"United Kingdom","Spain",0
3553,1996,"United Kingdom","Sweden",2
3554,1996,"United Kingdom","Switzerland",0
3555,1996,"United Kingdom","Turkey",0
3556,1996,"United Kingdom","United Kingdom",0
3557,1997,"Austria","Austria",0
3558,1997,"Austria","Belgium",0
3559,1997,"Austria","Denmark",0
3560,1997,"Austria","Finland",0
3561,1997,"Austria","France",4
3562,1997,"Austria","Germany",1
3563,1997,"Austria","Greece",0
3564,1997,"Austria","Iceland",0
3565,1997,"Austria","Ireland",0
3566,1997,"Austria","Italy",0
3567,1997,"Austria","Liechtenstein",0
3568,1997,"Austria","Luxembourg",0
3569,1997,"Austria","Netherlands",2
3570,1997,"Austria","Norway",0
3571,1997,"Austria","Portugal",0
3572,1997,"Austria","Spain",1
3573,1997,"Austria","Sweden",0
3574,1997,"Austria","Switzerland",0
3575,1997,"Austria","Turkey",0
3576,1997,"Austria","United Kingdom",0
3577,1997,"Belgium","Austria",0
3578,1997,"Belgium","Belgium",0
3579,1997,"Belgium","Denmark",0
3580,1997,"Belgium","Finland",0
3581,1997,"Belgium","France",1
3582,1997,"Belgium","Germany",0
3583,1997,"Belgium","Greece",0
3584,1997,"Belgium","Iceland",0
3585,1997,"Belgium","Ireland",0
3586,1997,"Belgium","Italy",2
3587,1997,"Belgium","Liechtenstein",0
3588,1997,"Belgium","Luxembourg",0
3589,1997,"Belgium","Netherlands",3
3590,1997,"Belgium","Norway",0
3591,1997,"Belgium","Portugal",0
3592,1997,"Belgium","Spain",0
3593,1997,"Belgium","Sweden",0
3594,1997,"Belgium","Switzerland",0
3595,1997,"Belgium","Turkey",0
3596,1997,"Belgium","United Kingdom",0
3597,1997,"Commission","Austria",23
3598,1997,"Commission","Belgium",33
3599,1997,"Commission","Denmark",7
3600,1997,"Commission","Finland",2
3601,1997,"Commission","France",6
3602,1997,"Commission","Germany",7
3603,1997,"Commission","Greece",2
3604,1997,"Commission","Iceland",0
3605,1997,"Commission","Ireland",0
3606,1997,"Commission","Italy",7
3607,1997,"Commission","Liechtenstein",0
3608,1997,"Commission","Luxembourg",0
3609,1997,"Commission","Netherlands",12
3610,1997,"Commission","Norway",0
3611,1997,"Commission","Portugal",0
3612,1997,"Commission","Spain",5
3613,1997,"Commission","Sweden",5
3614,1997,"Commission","Switzerland",0
3615,1997,"Commission","Turkey",0
3616,1997,"Commission","United Kingdom",3
3617,1997,"Denmark","Austria",0
3618,1997,"Denmark","Belgium",0
3619,1997,"Denmark","Denmark",0
3620,1997,"Denmark","Finland",0
3621,1997,"Denmark","France",0
3622,1997,"Denmark","Germany",0
3623,1997,"Denmark","Greece",0
3624,1997,"Denmark","Iceland",0
3625,1997,"Denmark","Ireland",0
3626,1997,"Denmark","Italy",1
3627,1997,"Denmark","Liechtenstein",0
