"key_ID","year","response_by","notification_by","response_type","count"
9500,1999,"Norway","Norway","opinion",0
9501,1999,"Norway","Portugal","comment",0
9502,1999,"Norway","Portugal","opinion",0
9503,1999,"Norway","Spain","comment",0
9504,1999,"Norway","Spain","opinion",0
9505,1999,"Norway","Sweden","comment",0
9506,1999,"Norway","Sweden","opinion",0
9507,1999,"Norway","Switzerland","comment",0
9508,1999,"Norway","Switzerland","opinion",0
9509,1999,"Norway","Turkey","comment",0
9510,1999,"Norway","Turkey","opinion",0
9511,1999,"Norway","United Kingdom","comment",0
9512,1999,"Norway","United Kingdom","opinion",0
9513,1999,"Portugal","Austria","comment",0
9514,1999,"Portugal","Austria","opinion",0
9515,1999,"Portugal","Belgium","comment",0
9516,1999,"Portugal","Belgium","opinion",1
9517,1999,"Portugal","Denmark","comment",0
9518,1999,"Portugal","Denmark","opinion",0
9519,1999,"Portugal","Finland","comment",0
9520,1999,"Portugal","Finland","opinion",0
9521,1999,"Portugal","France","comment",3
9522,1999,"Portugal","France","opinion",0
9523,1999,"Portugal","Germany","comment",0
9524,1999,"Portugal","Germany","opinion",0
9525,1999,"Portugal","Greece","comment",0
9526,1999,"Portugal","Greece","opinion",0
9527,1999,"Portugal","Iceland","comment",0
9528,1999,"Portugal","Iceland","opinion",0
9529,1999,"Portugal","Ireland","comment",0
9530,1999,"Portugal","Ireland","opinion",0
9531,1999,"Portugal","Italy","comment",0
9532,1999,"Portugal","Italy","opinion",0
9533,1999,"Portugal","Liechtenstein","comment",0
9534,1999,"Portugal","Liechtenstein","opinion",0
9535,1999,"Portugal","Luxembourg","comment",0
9536,1999,"Portugal","Luxembourg","opinion",0
9537,1999,"Portugal","Netherlands","comment",0
9538,1999,"Portugal","Netherlands","opinion",2
9539,1999,"Portugal","Norway","comment",0
9540,1999,"Portugal","Norway","opinion",0
9541,1999,"Portugal","Portugal","comment",0
9542,1999,"Portugal","Portugal","opinion",0
9543,1999,"Portugal","Spain","comment",0
9544,1999,"Portugal","Spain","opinion",0
9545,1999,"Portugal","Sweden","comment",0
9546,1999,"Portugal","Sweden","opinion",0
9547,1999,"Portugal","Switzerland","comment",0
9548,1999,"Portugal","Switzerland","opinion",0
9549,1999,"Portugal","Turkey","comment",0
9550,1999,"Portugal","Turkey","opinion",0
9551,1999,"Portugal","United Kingdom","comment",0
9552,1999,"Portugal","United Kingdom","opinion",0
9553,1999,"Spain","Austria","comment",3
9554,1999,"Spain","Austria","opinion",1
9555,1999,"Spain","Belgium","comment",1
9556,1999,"Spain","Belgium","opinion",1
9557,1999,"Spain","Denmark","comment",1
9558,1999,"Spain","Denmark","opinion",2
9559,1999,"Spain","Finland","comment",1
9560,1999,"Spain","Finland","opinion",1
9561,1999,"Spain","France","comment",2
9562,1999,"Spain","France","opinion",2
9563,1999,"Spain","Germany","comment",2
9564,1999,"Spain","Germany","opinion",2
9565,1999,"Spain","Greece","comment",1
9566,1999,"Spain","Greece","opinion",0
9567,1999,"Spain","Iceland","comment",0
9568,1999,"Spain","Iceland","opinion",0
9569,1999,"Spain","Ireland","comment",0
9570,1999,"Spain","Ireland","opinion",0
9571,1999,"Spain","Italy","comment",3
9572,1999,"Spain","Italy","opinion",3
9573,1999,"Spain","Liechtenstein","comment",0
9574,1999,"Spain","Liechtenstein","opinion",0
9575,1999,"Spain","Luxembourg","comment",0
9576,1999,"Spain","Luxembourg","opinion",0
9577,1999,"Spain","Netherlands","comment",9
9578,1999,"Spain","Netherlands","opinion",3
9579,1999,"Spain","Norway","comment",0
9580,1999,"Spain","Norway","opinion",0
9581,1999,"Spain","Portugal","comment",2
9582,1999,"Spain","Portugal","opinion",0
9583,1999,"Spain","Spain","comment",0
9584,1999,"Spain","Spain","opinion",0
9585,1999,"Spain","Sweden","comment",1
9586,1999,"Spain","Sweden","opinion",0
9587,1999,"Spain","Switzerland","comment",0
9588,1999,"Spain","Switzerland","opinion",0
9589,1999,"Spain","Turkey","comment",0
9590,1999,"Spain","Turkey","opinion",0
9591,1999,"Spain","United Kingdom","comment",2
9592,1999,"Spain","United Kingdom","opinion",0
9593,1999,"Sweden","Austria","comment",3
9594,1999,"Sweden","Austria","opinion",0
9595,1999,"Sweden","Belgium","comment",1
9596,1999,"Sweden","Belgium","opinion",1
9597,1999,"Sweden","Denmark","comment",1
9598,1999,"Sweden","Denmark","opinion",0
9599,1999,"Sweden","Finland","comment",0
9600,1999,"Sweden","Finland","opinion",0
9601,1999,"Sweden","France","comment",0
9602,1999,"Sweden","France","opinion",1
9603,1999,"Sweden","Germany","comment",0
9604,1999,"Sweden","Germany","opinion",0
9605,1999,"Sweden","Greece","comment",0
9606,1999,"Sweden","Greece","opinion",0
9607,1999,"Sweden","Iceland","comment",0
9608,1999,"Sweden","Iceland","opinion",0
9609,1999,"Sweden","Ireland","comment",0
9610,1999,"Sweden","Ireland","opinion",0
9611,1999,"Sweden","Italy","comment",0
9612,1999,"Sweden","Italy","opinion",0
9613,1999,"Sweden","Liechtenstein","comment",0
9614,1999,"Sweden","Liechtenstein","opinion",0
9615,1999,"Sweden","Luxembourg","comment",0
9616,1999,"Sweden","Luxembourg","opinion",0
9617,1999,"Sweden","Netherlands","comment",0
9618,1999,"Sweden","Netherlands","opinion",0
9619,1999,"Sweden","Norway","comment",0
9620,1999,"Sweden","Norway","opinion",0
9621,1999,"Sweden","Portugal","comment",1
9622,1999,"Sweden","Portugal","opinion",0
9623,1999,"Sweden","Spain","comment",1
9624,1999,"Sweden","Spain","opinion",0
9625,1999,"Sweden","Sweden","comment",0
9626,1999,"Sweden","Sweden","opinion",0
9627,1999,"Sweden","Switzerland","comment",0
9628,1999,"Sweden","Switzerland","opinion",0
9629,1999,"Sweden","Turkey","comment",0
9630,1999,"Sweden","Turkey","opinion",0
9631,1999,"Sweden","United Kingdom","comment",1
9632,1999,"Sweden","United Kingdom","opinion",0
9633,1999,"Switzerland","Austria","comment",0
9634,1999,"Switzerland","Austria","opinion",0
9635,1999,"Switzerland","Belgium","comment",0
9636,1999,"Switzerland","Belgium","opinion",0
9637,1999,"Switzerland","Denmark","comment",0
9638,1999,"Switzerland","Denmark","opinion",0
9639,1999,"Switzerland","Finland","comment",0
9640,1999,"Switzerland","Finland","opinion",0
9641,1999,"Switzerland","France","comment",0
9642,1999,"Switzerland","France","opinion",0
9643,1999,"Switzerland","Germany","comment",0
9644,1999,"Switzerland","Germany","opinion",0
9645,1999,"Switzerland","Greece","comment",0
9646,1999,"Switzerland","Greece","opinion",0
9647,1999,"Switzerland","Iceland","comment",0
9648,1999,"Switzerland","Iceland","opinion",0
9649,1999,"Switzerland","Ireland","comment",0
9650,1999,"Switzerland","Ireland","opinion",0
9651,1999,"Switzerland","Italy","comment",0
9652,1999,"Switzerland","Italy","opinion",0
9653,1999,"Switzerland","Liechtenstein","comment",0
9654,1999,"Switzerland","Liechtenstein","opinion",0
9655,1999,"Switzerland","Luxembourg","comment",0
9656,1999,"Switzerland","Luxembourg","opinion",0
9657,1999,"Switzerland","Netherlands","comment",0
9658,1999,"Switzerland","Netherlands","opinion",0
9659,1999,"Switzerland","Norway","comment",0
9660,1999,"Switzerland","Norway","opinion",0
9661,1999,"Switzerland","Portugal","comment",0
9662,1999,"Switzerland","Portugal","opinion",0
9663,1999,"Switzerland","Spain","comment",0
9664,1999,"Switzerland","Spain","opinion",0
9665,1999,"Switzerland","Sweden","comment",0
9666,1999,"Switzerland","Sweden","opinion",0
9667,1999,"Switzerland","Switzerland","comment",0
9668,1999,"Switzerland","Switzerland","opinion",0
9669,1999,"Switzerland","Turkey","comment",0
9670,1999,"Switzerland","Turkey","opinion",0
9671,1999,"Switzerland","United Kingdom","comment",0
9672,1999,"Switzerland","United Kingdom","opinion",0
9673,1999,"Turkey","Austria","comment",0
9674,1999,"Turkey","Austria","opinion",0
9675,1999,"Turkey","Belgium","comment",0
9676,1999,"Turkey","Belgium","opinion",0
9677,1999,"Turkey","Denmark","comment",0
9678,1999,"Turkey","Denmark","opinion",0
9679,1999,"Turkey","Finland","comment",0
9680,1999,"Turkey","Finland","opinion",0
9681,1999,"Turkey","France","comment",0
9682,1999,"Turkey","France","opinion",0
9683,1999,"Turkey","Germany","comment",0
9684,1999,"Turkey","Germany","opinion",0
9685,1999,"Turkey","Greece","comment",0
9686,1999,"Turkey","Greece","opinion",0
9687,1999,"Turkey","Iceland","comment",0
9688,1999,"Turkey","Iceland","opinion",0
9689,1999,"Turkey","Ireland","comment",0
9690,1999,"Turkey","Ireland","opinion",0
9691,1999,"Turkey","Italy","comment",0
9692,1999,"Turkey","Italy","opinion",0
9693,1999,"Turkey","Liechtenstein","comment",0
9694,1999,"Turkey","Liechtenstein","opinion",0
9695,1999,"Turkey","Luxembourg","comment",0
9696,1999,"Turkey","Luxembourg","opinion",0
9697,1999,"Turkey","Netherlands","comment",0
9698,1999,"Turkey","Netherlands","opinion",0
9699,1999,"Turkey","Norway","comment",0
9700,1999,"Turkey","Norway","opinion",0
9701,1999,"Turkey","Portugal","comment",0
9702,1999,"Turkey","Portugal","opinion",0
9703,1999,"Turkey","Spain","comment",0
9704,1999,"Turkey","Spain","opinion",0
9705,1999,"Turkey","Sweden","comment",0
9706,1999,"Turkey","Sweden","opinion",0
9707,1999,"Turkey","Switzerland","comment",0
9708,1999,"Turkey","Switzerland","opinion",0
9709,1999,"Turkey","Turkey","comment",0
9710,1999,"Turkey","Turkey","opinion",0
9711,1999,"Turkey","United Kingdom","comment",0
9712,1999,"Turkey","United Kingdom","opinion",0
9713,1999,"United Kingdom","Austria","comment",1
9714,1999,"United Kingdom","Austria","opinion",1
9715,1999,"United Kingdom","Belgium","comment",2
9716,1999,"United Kingdom","Belgium","opinion",1
9717,1999,"United Kingdom","Denmark","comment",1
9718,1999,"United Kingdom","Denmark","opinion",0
9719,1999,"United Kingdom","Finland","comment",3
9720,1999,"United Kingdom","Finland","opinion",0
9721,1999,"United Kingdom","France","comment",2
9722,1999,"United Kingdom","France","opinion",2
9723,1999,"United Kingdom","Germany","comment",6
9724,1999,"United Kingdom","Germany","opinion",0
9725,1999,"United Kingdom","Greece","comment",0
9726,1999,"United Kingdom","Greece","opinion",0
9727,1999,"United Kingdom","Iceland","comment",0
9728,1999,"United Kingdom","Iceland","opinion",0
9729,1999,"United Kingdom","Ireland","comment",0
9730,1999,"United Kingdom","Ireland","opinion",0
9731,1999,"United Kingdom","Italy","comment",2
9732,1999,"United Kingdom","Italy","opinion",1
9733,1999,"United Kingdom","Liechtenstein","comment",0
9734,1999,"United Kingdom","Liechtenstein","opinion",0
9735,1999,"United Kingdom","Luxembourg","comment",0
9736,1999,"United Kingdom","Luxembourg","opinion",0
9737,1999,"United Kingdom","Netherlands","comment",4
9738,1999,"United Kingdom","Netherlands","opinion",3
9739,1999,"United Kingdom","Norway","comment",0
9740,1999,"United Kingdom","Norway","opinion",0
9741,1999,"United Kingdom","Portugal","comment",0
9742,1999,"United Kingdom","Portugal","opinion",0
9743,1999,"United Kingdom","Spain","comment",0
9744,1999,"United Kingdom","Spain","opinion",0
9745,1999,"United Kingdom","Sweden","comment",2
9746,1999,"United Kingdom","Sweden","opinion",0
9747,1999,"United Kingdom","Switzerland","comment",0
9748,1999,"United Kingdom","Switzerland","opinion",0
9749,1999,"United Kingdom","Turkey","comment",0
9750,1999,"United Kingdom","Turkey","opinion",0
9751,1999,"United Kingdom","United Kingdom","comment",0
9752,1999,"United Kingdom","United Kingdom","opinion",0
9753,2000,"Austria","Austria","comment",0
9754,2000,"Austria","Austria","opinion",0
9755,2000,"Austria","Belgium","comment",3
9756,2000,"Austria","Belgium","opinion",0
9757,2000,"Austria","Denmark","comment",0
9758,2000,"Austria","Denmark","opinion",1
9759,2000,"Austria","Finland","comment",0
9760,2000,"Austria","Finland","opinion",0
9761,2000,"Austria","France","comment",0
9762,2000,"Austria","France","opinion",1
9763,2000,"Austria","Germany","comment",4
9764,2000,"Austria","Germany","opinion",0
9765,2000,"Austria","Greece","comment",1
9766,2000,"Austria","Greece","opinion",0
9767,2000,"Austria","Iceland","comment",0
9768,2000,"Austria","Iceland","opinion",0
9769,2000,"Austria","Ireland","comment",0
9770,2000,"Austria","Ireland","opinion",0
9771,2000,"Austria","Italy","comment",2
9772,2000,"Austria","Italy","opinion",0
9773,2000,"Austria","Liechtenstein","comment",0
9774,2000,"Austria","Liechtenstein","opinion",0
9775,2000,"Austria","Luxembourg","comment",0
9776,2000,"Austria","Luxembourg","opinion",0
9777,2000,"Austria","Netherlands","comment",1
9778,2000,"Austria","Netherlands","opinion",0
9779,2000,"Austria","Norway","comment",0
9780,2000,"Austria","Norway","opinion",0
9781,2000,"Austria","Portugal","comment",0
9782,2000,"Austria","Portugal","opinion",1
9783,2000,"Austria","Spain","comment",0
9784,2000,"Austria","Spain","opinion",0
9785,2000,"Austria","Sweden","comment",0
9786,2000,"Austria","Sweden","opinion",1
9787,2000,"Austria","Switzerland","comment",0
9788,2000,"Austria","Switzerland","opinion",0
9789,2000,"Austria","Turkey","comment",0
9790,2000,"Austria","Turkey","opinion",0
9791,2000,"Austria","United Kingdom","comment",0
9792,2000,"Austria","United Kingdom","opinion",0
9793,2000,"Belgium","Austria","comment",0
9794,2000,"Belgium","Austria","opinion",0
9795,2000,"Belgium","Belgium","comment",0
9796,2000,"Belgium","Belgium","opinion",0
9797,2000,"Belgium","Denmark","comment",0
9798,2000,"Belgium","Denmark","opinion",1
9799,2000,"Belgium","Finland","comment",1
9800,2000,"Belgium","Finland","opinion",0
9801,2000,"Belgium","France","comment",0
9802,2000,"Belgium","France","opinion",0
9803,2000,"Belgium","Germany","comment",0
9804,2000,"Belgium","Germany","opinion",0
9805,2000,"Belgium","Greece","comment",0
9806,2000,"Belgium","Greece","opinion",0
9807,2000,"Belgium","Iceland","comment",0
9808,2000,"Belgium","Iceland","opinion",0
9809,2000,"Belgium","Ireland","comment",0
9810,2000,"Belgium","Ireland","opinion",0
9811,2000,"Belgium","Italy","comment",0
9812,2000,"Belgium","Italy","opinion",0
9813,2000,"Belgium","Liechtenstein","comment",0
9814,2000,"Belgium","Liechtenstein","opinion",0
9815,2000,"Belgium","Luxembourg","comment",0
9816,2000,"Belgium","Luxembourg","opinion",0
9817,2000,"Belgium","Netherlands","comment",0
9818,2000,"Belgium","Netherlands","opinion",0
9819,2000,"Belgium","Norway","comment",0
9820,2000,"Belgium","Norway","opinion",0
9821,2000,"Belgium","Portugal","comment",1
9822,2000,"Belgium","Portugal","opinion",0
9823,2000,"Belgium","Spain","comment",0
9824,2000,"Belgium","Spain","opinion",0
9825,2000,"Belgium","Sweden","comment",0
9826,2000,"Belgium","Sweden","opinion",0
9827,2000,"Belgium","Switzerland","comment",0
9828,2000,"Belgium","Switzerland","opinion",0
9829,2000,"Belgium","Turkey","comment",0
9830,2000,"Belgium","Turkey","opinion",0
9831,2000,"Belgium","United Kingdom","comment",0
9832,2000,"Belgium","United Kingdom","opinion",0
9833,2000,"Commission","Austria","comment",75
9834,2000,"Commission","Austria","opinion",5
9835,2000,"Commission","Belgium","comment",8
9836,2000,"Commission","Belgium","opinion",12
9837,2000,"Commission","Denmark","comment",50
9838,2000,"Commission","Denmark","opinion",2
9839,2000,"Commission","Finland","comment",1
9840,2000,"Commission","Finland","opinion",0
9841,2000,"Commission","France","comment",6
9842,2000,"Commission","France","opinion",1
9843,2000,"Commission","Germany","comment",11
9844,2000,"Commission","Germany","opinion",6
9845,2000,"Commission","Greece","comment",4
9846,2000,"Commission","Greece","opinion",3
9847,2000,"Commission","Iceland","comment",1
9848,2000,"Commission","Iceland","opinion",0
9849,2000,"Commission","Ireland","comment",1
9850,2000,"Commission","Ireland","opinion",0
9851,2000,"Commission","Italy","comment",8
9852,2000,"Commission","Italy","opinion",4
9853,2000,"Commission","Liechtenstein","comment",0
9854,2000,"Commission","Liechtenstein","opinion",0
9855,2000,"Commission","Luxembourg","comment",3
9856,2000,"Commission","Luxembourg","opinion",0
9857,2000,"Commission","Netherlands","comment",17
9858,2000,"Commission","Netherlands","opinion",12
9859,2000,"Commission","Norway","comment",7
9860,2000,"Commission","Norway","opinion",0
9861,2000,"Commission","Portugal","comment",3
9862,2000,"Commission","Portugal","opinion",0
9863,2000,"Commission","Spain","comment",2
9864,2000,"Commission","Spain","opinion",2
9865,2000,"Commission","Sweden","comment",6
9866,2000,"Commission","Sweden","opinion",2
9867,2000,"Commission","Switzerland","comment",6
9868,2000,"Commission","Switzerland","opinion",0
9869,2000,"Commission","Turkey","comment",0
9870,2000,"Commission","Turkey","opinion",0
9871,2000,"Commission","United Kingdom","comment",46
9872,2000,"Commission","United Kingdom","opinion",1
9873,2000,"Denmark","Austria","comment",0
9874,2000,"Denmark","Austria","opinion",0
9875,2000,"Denmark","Belgium","comment",0
9876,2000,"Denmark","Belgium","opinion",0
9877,2000,"Denmark","Denmark","comment",0
9878,2000,"Denmark","Denmark","opinion",0
9879,2000,"Denmark","Finland","comment",0
9880,2000,"Denmark","Finland","opinion",0
9881,2000,"Denmark","France","comment",2
9882,2000,"Denmark","France","opinion",0
9883,2000,"Denmark","Germany","comment",0
9884,2000,"Denmark","Germany","opinion",1
9885,2000,"Denmark","Greece","comment",0
9886,2000,"Denmark","Greece","opinion",0
9887,2000,"Denmark","Iceland","comment",0
9888,2000,"Denmark","Iceland","opinion",0
9889,2000,"Denmark","Ireland","comment",0
9890,2000,"Denmark","Ireland","opinion",0
9891,2000,"Denmark","Italy","comment",0
9892,2000,"Denmark","Italy","opinion",0
9893,2000,"Denmark","Liechtenstein","comment",0
9894,2000,"Denmark","Liechtenstein","opinion",0
9895,2000,"Denmark","Luxembourg","comment",0
9896,2000,"Denmark","Luxembourg","opinion",0
9897,2000,"Denmark","Netherlands","comment",2
9898,2000,"Denmark","Netherlands","opinion",0
9899,2000,"Denmark","Norway","comment",0
9900,2000,"Denmark","Norway","opinion",0
9901,2000,"Denmark","Portugal","comment",1
9902,2000,"Denmark","Portugal","opinion",0
9903,2000,"Denmark","Spain","comment",0
9904,2000,"Denmark","Spain","opinion",0
9905,2000,"Denmark","Sweden","comment",0
9906,2000,"Denmark","Sweden","opinion",0
9907,2000,"Denmark","Switzerland","comment",0
9908,2000,"Denmark","Switzerland","opinion",0
9909,2000,"Denmark","Turkey","comment",0
9910,2000,"Denmark","Turkey","opinion",0
9911,2000,"Denmark","United Kingdom","comment",0
9912,2000,"Denmark","United Kingdom","opinion",0
9913,2000,"European Free Trade Association","Austria","comment",0
9914,2000,"European Free Trade Association","Austria","opinion",0
9915,2000,"European Free Trade Association","Belgium","comment",0
9916,2000,"European Free Trade Association","Belgium","opinion",0
9917,2000,"European Free Trade Association","Denmark","comment",0
9918,2000,"European Free Trade Association","Denmark","opinion",0
9919,2000,"European Free Trade Association","Finland","comment",0
9920,2000,"European Free Trade Association","Finland","opinion",0
9921,2000,"European Free Trade Association","France","comment",0
9922,2000,"European Free Trade Association","France","opinion",0
9923,2000,"European Free Trade Association","Germany","comment",0
9924,2000,"European Free Trade Association","Germany","opinion",0
9925,2000,"European Free Trade Association","Greece","comment",0
9926,2000,"European Free Trade Association","Greece","opinion",0
9927,2000,"European Free Trade Association","Iceland","comment",0
9928,2000,"European Free Trade Association","Iceland","opinion",0
9929,2000,"European Free Trade Association","Ireland","comment",0
9930,2000,"European Free Trade Association","Ireland","opinion",0
9931,2000,"European Free Trade Association","Italy","comment",0
9932,2000,"European Free Trade Association","Italy","opinion",0
9933,2000,"European Free Trade Association","Liechtenstein","comment",0
9934,2000,"European Free Trade Association","Liechtenstein","opinion",0
9935,2000,"European Free Trade Association","Luxembourg","comment",0
9936,2000,"European Free Trade Association","Luxembourg","opinion",0
9937,2000,"European Free Trade Association","Netherlands","comment",0
9938,2000,"European Free Trade Association","Netherlands","opinion",0
9939,2000,"European Free Trade Association","Norway","comment",0
9940,2000,"European Free Trade Association","Norway","opinion",0
9941,2000,"European Free Trade Association","Portugal","comment",0
9942,2000,"European Free Trade Association","Portugal","opinion",0
9943,2000,"European Free Trade Association","Spain","comment",0
9944,2000,"European Free Trade Association","Spain","opinion",0
9945,2000,"European Free Trade Association","Sweden","comment",0
9946,2000,"European Free Trade Association","Sweden","opinion",0
9947,2000,"European Free Trade Association","Switzerland","comment",0
9948,2000,"European Free Trade Association","Switzerland","opinion",0
9949,2000,"European Free Trade Association","Turkey","comment",0
9950,2000,"European Free Trade Association","Turkey","opinion",0
9951,2000,"European Free Trade Association","United Kingdom","comment",0
9952,2000,"European Free Trade Association","United Kingdom","opinion",0
9953,2000,"Finland","Austria","comment",0
9954,2000,"Finland","Austria","opinion",0
9955,2000,"Finland","Belgium","comment",0
9956,2000,"Finland","Belgium","opinion",1
9957,2000,"Finland","Denmark","comment",0
9958,2000,"Finland","Denmark","opinion",0
9959,2000,"Finland","Finland","comment",0
9960,2000,"Finland","Finland","opinion",0
9961,2000,"Finland","France","comment",0
9962,2000,"Finland","France","opinion",0
9963,2000,"Finland","Germany","comment",0
9964,2000,"Finland","Germany","opinion",0
9965,2000,"Finland","Greece","comment",0
9966,2000,"Finland","Greece","opinion",0
9967,2000,"Finland","Iceland","comment",0
9968,2000,"Finland","Iceland","opinion",0
9969,2000,"Finland","Ireland","comment",0
9970,2000,"Finland","Ireland","opinion",0
9971,2000,"Finland","Italy","comment",0
9972,2000,"Finland","Italy","opinion",0
9973,2000,"Finland","Liechtenstein","comment",0
9974,2000,"Finland","Liechtenstein","opinion",0
9975,2000,"Finland","Luxembourg","comment",0
9976,2000,"Finland","Luxembourg","opinion",0
9977,2000,"Finland","Netherlands","comment",1
9978,2000,"Finland","Netherlands","opinion",0
9979,2000,"Finland","Norway","comment",0
9980,2000,"Finland","Norway","opinion",0
9981,2000,"Finland","Portugal","comment",0
9982,2000,"Finland","Portugal","opinion",0
9983,2000,"Finland","Spain","comment",0
9984,2000,"Finland","Spain","opinion",0
9985,2000,"Finland","Sweden","comment",1
9986,2000,"Finland","Sweden","opinion",1
9987,2000,"Finland","Switzerland","comment",0
9988,2000,"Finland","Switzerland","opinion",0
9989,2000,"Finland","Turkey","comment",0
9990,2000,"Finland","Turkey","opinion",0
9991,2000,"Finland","United Kingdom","comment",0
9992,2000,"Finland","United Kingdom","opinion",0
9993,2000,"France","Austria","comment",0
9994,2000,"France","Austria","opinion",1
9995,2000,"France","Belgium","comment",1
9996,2000,"France","Belgium","opinion",1
9997,2000,"France","Denmark","comment",1
9998,2000,"France","Denmark","opinion",1
9999,2000,"France","Finland","comment",0
10000,2000,"France","Finland","opinion",1
10001,2000,"France","France","comment",0
10002,2000,"France","France","opinion",0
10003,2000,"France","Germany","comment",1
10004,2000,"France","Germany","opinion",1
10005,2000,"France","Greece","comment",5
10006,2000,"France","Greece","opinion",0
10007,2000,"France","Iceland","comment",0
10008,2000,"France","Iceland","opinion",0
10009,2000,"France","Ireland","comment",0
10010,2000,"France","Ireland","opinion",0
10011,2000,"France","Italy","comment",5
10012,2000,"France","Italy","opinion",1
10013,2000,"France","Liechtenstein","comment",0
10014,2000,"France","Liechtenstein","opinion",0
10015,2000,"France","Luxembourg","comment",0
10016,2000,"France","Luxembourg","opinion",0
10017,2000,"France","Netherlands","comment",4
10018,2000,"France","Netherlands","opinion",3
10019,2000,"France","Norway","comment",0
10020,2000,"France","Norway","opinion",0
10021,2000,"France","Portugal","comment",1
10022,2000,"France","Portugal","opinion",1
10023,2000,"France","Spain","comment",1
10024,2000,"France","Spain","opinion",0
10025,2000,"France","Sweden","comment",2
10026,2000,"France","Sweden","opinion",1
10027,2000,"France","Switzerland","comment",0
10028,2000,"France","Switzerland","opinion",0
10029,2000,"France","Turkey","comment",0
10030,2000,"France","Turkey","opinion",0
10031,2000,"France","United Kingdom","comment",0
10032,2000,"France","United Kingdom","opinion",0
10033,2000,"Germany","Austria","comment",4
10034,2000,"Germany","Austria","opinion",3
10035,2000,"Germany","Belgium","comment",2
10036,2000,"Germany","Belgium","opinion",2
10037,2000,"Germany","Denmark","comment",6
10038,2000,"Germany","Denmark","opinion",3
10039,2000,"Germany","Finland","comment",2
10040,2000,"Germany","Finland","opinion",0
10041,2000,"Germany","France","comment",6
10042,2000,"Germany","France","opinion",2
10043,2000,"Germany","Germany","comment",0
10044,2000,"Germany","Germany","opinion",0
10045,2000,"Germany","Greece","comment",2
10046,2000,"Germany","Greece","opinion",1
10047,2000,"Germany","Iceland","comment",0
10048,2000,"Germany","Iceland","opinion",0
10049,2000,"Germany","Ireland","comment",0
10050,2000,"Germany","Ireland","opinion",1
10051,2000,"Germany","Italy","comment",3
10052,2000,"Germany","Italy","opinion",2
10053,2000,"Germany","Liechtenstein","comment",0
10054,2000,"Germany","Liechtenstein","opinion",0
10055,2000,"Germany","Luxembourg","comment",0
10056,2000,"Germany","Luxembourg","opinion",0
10057,2000,"Germany","Netherlands","comment",8
10058,2000,"Germany","Netherlands","opinion",7
10059,2000,"Germany","Norway","comment",0
10060,2000,"Germany","Norway","opinion",0
10061,2000,"Germany","Portugal","comment",0
10062,2000,"Germany","Portugal","opinion",1
10063,2000,"Germany","Spain","comment",3
10064,2000,"Germany","Spain","opinion",1
10065,2000,"Germany","Sweden","comment",1
10066,2000,"Germany","Sweden","opinion",2
10067,2000,"Germany","Switzerland","comment",0
10068,2000,"Germany","Switzerland","opinion",0
10069,2000,"Germany","Turkey","comment",0
10070,2000,"Germany","Turkey","opinion",0
10071,2000,"Germany","United Kingdom","comment",2
10072,2000,"Germany","United Kingdom","opinion",2
10073,2000,"Greece","Austria","comment",0
10074,2000,"Greece","Austria","opinion",0
10075,2000,"Greece","Belgium","comment",0
10076,2000,"Greece","Belgium","opinion",0
10077,2000,"Greece","Denmark","comment",0
10078,2000,"Greece","Denmark","opinion",0
10079,2000,"Greece","Finland","comment",0
10080,2000,"Greece","Finland","opinion",0
10081,2000,"Greece","France","comment",0
10082,2000,"Greece","France","opinion",0
10083,2000,"Greece","Germany","comment",0
10084,2000,"Greece","Germany","opinion",0
10085,2000,"Greece","Greece","comment",0
10086,2000,"Greece","Greece","opinion",0
10087,2000,"Greece","Iceland","comment",0
10088,2000,"Greece","Iceland","opinion",0
10089,2000,"Greece","Ireland","comment",0
10090,2000,"Greece","Ireland","opinion",0
10091,2000,"Greece","Italy","comment",0
10092,2000,"Greece","Italy","opinion",0
10093,2000,"Greece","Liechtenstein","comment",0
10094,2000,"Greece","Liechtenstein","opinion",0
10095,2000,"Greece","Luxembourg","comment",0
10096,2000,"Greece","Luxembourg","opinion",0
10097,2000,"Greece","Netherlands","comment",0
10098,2000,"Greece","Netherlands","opinion",0
10099,2000,"Greece","Norway","comment",0
10100,2000,"Greece","Norway","opinion",0
10101,2000,"Greece","Portugal","comment",0
10102,2000,"Greece","Portugal","opinion",0
10103,2000,"Greece","Spain","comment",0
10104,2000,"Greece","Spain","opinion",0
10105,2000,"Greece","Sweden","comment",0
10106,2000,"Greece","Sweden","opinion",0
10107,2000,"Greece","Switzerland","comment",0
10108,2000,"Greece","Switzerland","opinion",0
10109,2000,"Greece","Turkey","comment",0
10110,2000,"Greece","Turkey","opinion",0
10111,2000,"Greece","United Kingdom","comment",0
10112,2000,"Greece","United Kingdom","opinion",0
10113,2000,"Iceland","Austria","comment",0
10114,2000,"Iceland","Austria","opinion",0
10115,2000,"Iceland","Belgium","comment",0
10116,2000,"Iceland","Belgium","opinion",0
10117,2000,"Iceland","Denmark","comment",0
10118,2000,"Iceland","Denmark","opinion",0
10119,2000,"Iceland","Finland","comment",0
10120,2000,"Iceland","Finland","opinion",0
10121,2000,"Iceland","France","comment",0
10122,2000,"Iceland","France","opinion",0
10123,2000,"Iceland","Germany","comment",0
10124,2000,"Iceland","Germany","opinion",0
10125,2000,"Iceland","Greece","comment",0
10126,2000,"Iceland","Greece","opinion",0
