"key_ID","year","from_node","to_node","edge_type","edge_weight"
1117,1997,"Netherlands","Austria","opinion",2
1118,1997,"Netherlands","Belgium","comment",1
1119,1997,"Netherlands","Denmark","comment",5
1120,1997,"Netherlands","Finland","comment",3
1121,1997,"Netherlands","France","comment",8
1122,1997,"Netherlands","France","opinion",2
1123,1997,"Netherlands","Germany","comment",3
1124,1997,"Netherlands","Greece","opinion",2
1125,1997,"Netherlands","Italy","comment",1
1126,1997,"Netherlands","Italy","opinion",2
1127,1997,"Netherlands","Spain","comment",3
1128,1997,"Netherlands","Spain","opinion",1
1129,1997,"Portugal","France","opinion",1
1130,1997,"Portugal","Spain","comment",2
1131,1997,"Portugal","United Kingdom","comment",2
1132,1997,"Spain","Austria","comment",3
1133,1997,"Spain","Austria","opinion",2
1134,1997,"Spain","Belgium","comment",2
1135,1997,"Spain","Denmark","comment",3
1136,1997,"Spain","Finland","comment",1
1137,1997,"Spain","Finland","opinion",1
1138,1997,"Spain","France","comment",6
1139,1997,"Spain","France","opinion",2
1140,1997,"Spain","Germany","comment",1
1141,1997,"Spain","Germany","opinion",5
1142,1997,"Spain","Greece","comment",1
1143,1997,"Spain","Greece","opinion",1
1144,1997,"Spain","Ireland","comment",1
1145,1997,"Spain","Italy","comment",3
1146,1997,"Spain","Italy","opinion",1
1147,1997,"Spain","Netherlands","comment",23
1148,1997,"Spain","Netherlands","opinion",2
1149,1997,"Spain","Portugal","comment",1
1150,1997,"Spain","United Kingdom","comment",3
1151,1997,"Sweden","Austria","comment",2
1152,1997,"Sweden","Denmark","comment",1
1153,1997,"Sweden","Denmark","opinion",1
1154,1997,"Sweden","France","comment",1
1155,1997,"Sweden","Germany","opinion",1
1156,1997,"Sweden","Spain","comment",1
1157,1997,"United Kingdom","Austria","comment",7
1158,1997,"United Kingdom","Austria","opinion",2
1159,1997,"United Kingdom","Belgium","comment",1
1160,1997,"United Kingdom","France","comment",3
1161,1997,"United Kingdom","France","opinion",2
1162,1997,"United Kingdom","Germany","comment",4
1163,1997,"United Kingdom","Germany","opinion",3
1164,1997,"United Kingdom","Greece","comment",1
1165,1997,"United Kingdom","Greece","opinion",1
1166,1997,"United Kingdom","Italy","comment",3
1167,1997,"United Kingdom","Italy","opinion",1
1168,1997,"United Kingdom","Netherlands","comment",15
1169,1997,"United Kingdom","Netherlands","opinion",4
1170,1997,"United Kingdom","Portugal","comment",2
1171,1997,"United Kingdom","Spain","comment",3
1172,1998,"Austria","Belgium","comment",2
1173,1998,"Austria","Denmark","comment",4
1174,1998,"Austria","France","comment",4
1175,1998,"Austria","France","opinion",1
1176,1998,"Austria","Germany","comment",3
1177,1998,"Austria","Germany","opinion",1
1178,1998,"Austria","Greece","comment",1
1179,1998,"Austria","Netherlands","comment",3
1180,1998,"Austria","Netherlands","opinion",1
1181,1998,"Austria","Portugal","comment",1
1182,1998,"Austria","Spain","comment",1
1183,1998,"Austria","Sweden","opinion",1
1184,1998,"Austria","United Kingdom","opinion",1
1185,1998,"Belgium","Denmark","opinion",2
1186,1998,"Belgium","France","comment",1
1187,1998,"Belgium","France","opinion",1
1188,1998,"Belgium","Germany","comment",1
1189,1998,"Belgium","Italy","opinion",1
1190,1998,"Belgium","Netherlands","opinion",1
1191,1998,"Belgium","United Kingdom","opinion",1
1192,1998,"Commission","Austria","comment",14
1193,1998,"Commission","Austria","opinion",19
1194,1998,"Commission","Belgium","comment",16
1195,1998,"Commission","Belgium","opinion",7
1196,1998,"Commission","Denmark","comment",17
1197,1998,"Commission","Denmark","opinion",5
1198,1998,"Commission","Finland","comment",6
1199,1998,"Commission","Finland","opinion",2
1200,1998,"Commission","France","comment",19
1201,1998,"Commission","France","opinion",7
1202,1998,"Commission","Germany","comment",15
1203,1998,"Commission","Germany","opinion",6
1204,1998,"Commission","Greece","comment",3
1205,1998,"Commission","Greece","opinion",1
1206,1998,"Commission","Iceland","comment",4
1207,1998,"Commission","Ireland","comment",1
1208,1998,"Commission","Italy","comment",12
1209,1998,"Commission","Italy","opinion",4
1210,1998,"Commission","Luxembourg","comment",2
1211,1998,"Commission","Netherlands","comment",17
1212,1998,"Commission","Netherlands","opinion",4
1213,1998,"Commission","Norway","comment",14
1214,1998,"Commission","Portugal","comment",4
1215,1998,"Commission","Portugal","opinion",1
1216,1998,"Commission","Spain","comment",6
1217,1998,"Commission","Spain","opinion",3
1218,1998,"Commission","Sweden","comment",8
1219,1998,"Commission","Sweden","opinion",3
1220,1998,"Commission","Switzerland","comment",7
1221,1998,"Commission","United Kingdom","comment",6
1222,1998,"Commission","United Kingdom","opinion",1
1223,1998,"Denmark","France","comment",4
1224,1998,"Denmark","France","opinion",2
1225,1998,"Denmark","Germany","opinion",1
1226,1998,"Denmark","Sweden","comment",1
1227,1998,"Denmark","United Kingdom","comment",2
1228,1998,"European Free Trade Association","Netherlands","comment",1
1229,1998,"Finland","Belgium","comment",1
1230,1998,"Finland","Denmark","comment",3
1231,1998,"Finland","France","opinion",1
1232,1998,"Finland","Germany","opinion",1
1233,1998,"Finland","Netherlands","comment",1
1234,1998,"Finland","Netherlands","opinion",1
1235,1998,"Finland","Spain","comment",1
1236,1998,"Finland","United Kingdom","opinion",1
1237,1998,"France","Austria","comment",4
1238,1998,"France","Belgium","comment",2
1239,1998,"France","Belgium","opinion",4
1240,1998,"France","Denmark","comment",4
1241,1998,"France","Denmark","opinion",2
1242,1998,"France","Finland","comment",2
1243,1998,"France","Germany","comment",3
1244,1998,"France","Germany","opinion",1
1245,1998,"France","Greece","comment",1
1246,1998,"France","Italy","comment",5
1247,1998,"France","Italy","opinion",1
1248,1998,"France","Netherlands","comment",7
1249,1998,"France","Netherlands","opinion",3
1250,1998,"France","Portugal","comment",1
1251,1998,"France","Spain","opinion",2
1252,1998,"France","Sweden","comment",3
1253,1998,"France","United Kingdom","comment",1
1254,1998,"France","United Kingdom","opinion",1
1255,1998,"Germany","Austria","comment",1
1256,1998,"Germany","Austria","opinion",2
1257,1998,"Germany","Belgium","comment",3
1258,1998,"Germany","Belgium","opinion",2
1259,1998,"Germany","Denmark","comment",1
1260,1998,"Germany","Denmark","opinion",6
1261,1998,"Germany","France","comment",1
1262,1998,"Germany","France","opinion",5
1263,1998,"Germany","Greece","comment",1
1264,1998,"Germany","Italy","comment",1
1265,1998,"Germany","Italy","opinion",2
1266,1998,"Germany","Netherlands","comment",3
1267,1998,"Germany","Netherlands","opinion",6
1268,1998,"Germany","Portugal","opinion",1
1269,1998,"Germany","Spain","comment",1
1270,1998,"Germany","Sweden","comment",2
1271,1998,"Germany","Sweden","opinion",1
1272,1998,"Germany","United Kingdom","comment",2
1273,1998,"Germany","United Kingdom","opinion",1
1274,1998,"Greece","Italy","comment",1
1275,1998,"Ireland","Denmark","opinion",1
1276,1998,"Ireland","France","opinion",1
1277,1998,"Ireland","Netherlands","comment",1
1278,1998,"Italy","Austria","comment",6
1279,1998,"Italy","Belgium","comment",6
1280,1998,"Italy","Belgium","opinion",4
1281,1998,"Italy","Denmark","comment",17
1282,1998,"Italy","Denmark","opinion",1
1283,1998,"Italy","Finland","comment",4
1284,1998,"Italy","France","comment",5
1285,1998,"Italy","Germany","comment",10
1286,1998,"Italy","Greece","comment",4
1287,1998,"Italy","Ireland","comment",1
1288,1998,"Italy","Netherlands","comment",7
1289,1998,"Italy","Netherlands","opinion",1
1290,1998,"Italy","Spain","comment",2
1291,1998,"Italy","United Kingdom","comment",4
1292,1998,"Italy","United Kingdom","opinion",1
1293,1998,"Netherlands","Austria","comment",1
1294,1998,"Netherlands","Belgium","comment",1
1295,1998,"Netherlands","Belgium","opinion",3
1296,1998,"Netherlands","Denmark","comment",2
1297,1998,"Netherlands","France","opinion",4
1298,1998,"Netherlands","Germany","comment",2
1299,1998,"Netherlands","Germany","opinion",3
1300,1998,"Netherlands","Italy","comment",3
1301,1998,"Netherlands","Italy","opinion",1
1302,1998,"Netherlands","Sweden","comment",4
1303,1998,"Netherlands","United Kingdom","comment",1
1304,1998,"Portugal","Belgium","opinion",1
1305,1998,"Portugal","Denmark","comment",2
1306,1998,"Portugal","Denmark","opinion",1
1307,1998,"Portugal","France","opinion",1
1308,1998,"Portugal","Italy","comment",2
1309,1998,"Portugal","Italy","opinion",1
1310,1998,"Portugal","Netherlands","opinion",1
1311,1998,"Spain","Austria","comment",3
1312,1998,"Spain","Belgium","comment",3
1313,1998,"Spain","Denmark","comment",4
1314,1998,"Spain","Denmark","opinion",1
1315,1998,"Spain","France","comment",7
1316,1998,"Spain","France","opinion",4
1317,1998,"Spain","Germany","opinion",2
1318,1998,"Spain","Greece","comment",1
1319,1998,"Spain","Italy","comment",2
1320,1998,"Spain","Italy","opinion",1
1321,1998,"Spain","Netherlands","comment",10
1322,1998,"Spain","Netherlands","opinion",1
1323,1998,"Spain","Portugal","comment",4
1324,1998,"Spain","Sweden","comment",1
1325,1998,"Spain","Sweden","opinion",2
1326,1998,"Spain","United Kingdom","comment",1
1327,1998,"Spain","United Kingdom","opinion",1
1328,1998,"Sweden","Austria","comment",3
1329,1998,"Sweden","Denmark","comment",2
1330,1998,"Sweden","France","comment",3
1331,1998,"Sweden","Germany","opinion",1
1332,1998,"Sweden","Netherlands","comment",1
1333,1998,"Sweden","Netherlands","opinion",1
1334,1998,"Sweden","Spain","comment",1
1335,1998,"Sweden","United Kingdom","comment",1
1336,1998,"United Kingdom","Austria","comment",4
1337,1998,"United Kingdom","Belgium","comment",1
1338,1998,"United Kingdom","Belgium","opinion",1
1339,1998,"United Kingdom","Denmark","comment",2
1340,1998,"United Kingdom","Denmark","opinion",3
1341,1998,"United Kingdom","France","comment",4
1342,1998,"United Kingdom","France","opinion",1
1343,1998,"United Kingdom","Germany","comment",2
1344,1998,"United Kingdom","Germany","opinion",1
1345,1998,"United Kingdom","Greece","comment",1
1346,1998,"United Kingdom","Italy","comment",3
1347,1998,"United Kingdom","Italy","opinion",1
1348,1998,"United Kingdom","Netherlands","comment",2
1349,1998,"United Kingdom","Netherlands","opinion",6
1350,1998,"United Kingdom","Sweden","comment",1
1351,1999,"Austria","Belgium","comment",1
1352,1999,"Austria","Belgium","opinion",1
1353,1999,"Austria","Denmark","comment",3
1354,1999,"Austria","Finland","comment",1
1355,1999,"Austria","Finland","opinion",1
1356,1999,"Austria","France","comment",1
1357,1999,"Austria","Italy","comment",2
1358,1999,"Austria","Italy","opinion",2
1359,1999,"Austria","Netherlands","comment",5
1360,1999,"Belgium","France","comment",2
1361,1999,"Belgium","Netherlands","comment",1
1362,1999,"Belgium","Netherlands","opinion",1
1363,1999,"Belgium","United Kingdom","opinion",1
1364,1999,"Commission","Austria","comment",12
1365,1999,"Commission","Austria","opinion",4
1366,1999,"Commission","Belgium","comment",8
1367,1999,"Commission","Belgium","opinion",4
1368,1999,"Commission","Denmark","comment",18
1369,1999,"Commission","Denmark","opinion",5
1370,1999,"Commission","Finland","comment",11
1371,1999,"Commission","Finland","opinion",3
1372,1999,"Commission","France","comment",13
1373,1999,"Commission","France","opinion",8
1374,1999,"Commission","Germany","comment",32
1375,1999,"Commission","Germany","opinion",3
1376,1999,"Commission","Greece","comment",5
1377,1999,"Commission","Greece","opinion",1
1378,1999,"Commission","Iceland","comment",1
1379,1999,"Commission","Ireland","comment",1
1380,1999,"Commission","Italy","comment",11
1381,1999,"Commission","Italy","opinion",5
1382,1999,"Commission","Luxembourg","comment",1
1383,1999,"Commission","Netherlands","comment",14
1384,1999,"Commission","Netherlands","opinion",3
1385,1999,"Commission","Norway","comment",7
1386,1999,"Commission","Portugal","comment",1
1387,1999,"Commission","Portugal","opinion",2
1388,1999,"Commission","Spain","comment",7
1389,1999,"Commission","Sweden","comment",5
1390,1999,"Commission","Sweden","opinion",4
1391,1999,"Commission","Switzerland","comment",9
1392,1999,"Commission","United Kingdom","comment",13
1393,1999,"Commission","United Kingdom","opinion",1
1394,1999,"Denmark","Austria","comment",1
1395,1999,"Denmark","Belgium","opinion",1
1396,1999,"Denmark","Germany","comment",1
1397,1999,"Denmark","Netherlands","comment",2
1398,1999,"Denmark","Netherlands","opinion",1
1399,1999,"Denmark","United Kingdom","comment",2
1400,1999,"European Free Trade Association","Netherlands","comment",1
1401,1999,"European Free Trade Association","Sweden","comment",1
1402,1999,"Finland","Belgium","opinion",2
1403,1999,"Finland","Netherlands","comment",2
1404,1999,"Finland","Portugal","comment",1
1405,1999,"Finland","Sweden","comment",2
1406,1999,"Finland","United Kingdom","comment",1
1407,1999,"France","Austria","comment",1
1408,1999,"France","Austria","opinion",2
1409,1999,"France","Belgium","comment",1
1410,1999,"France","Belgium","opinion",3
1411,1999,"France","Denmark","comment",2
1412,1999,"France","Finland","comment",1
1413,1999,"France","Germany","opinion",3
1414,1999,"France","Italy","comment",2
1415,1999,"France","Italy","opinion",4
1416,1999,"France","Netherlands","comment",3
1417,1999,"France","Netherlands","opinion",1
1418,1999,"France","Portugal","comment",1
1419,1999,"France","Spain","comment",2
1420,1999,"France","United Kingdom","opinion",2
1421,1999,"Germany","Austria","comment",6
1422,1999,"Germany","Austria","opinion",2
1423,1999,"Germany","Belgium","opinion",1
1424,1999,"Germany","Denmark","comment",2
1425,1999,"Germany","Denmark","opinion",2
1426,1999,"Germany","Finland","comment",4
1427,1999,"Germany","Finland","opinion",3
1428,1999,"Germany","France","comment",5
1429,1999,"Germany","France","opinion",3
1430,1999,"Germany","Greece","comment",2
1431,1999,"Germany","Italy","comment",1
1432,1999,"Germany","Italy","opinion",2
1433,1999,"Germany","Netherlands","comment",7
1434,1999,"Germany","Netherlands","opinion",6
1435,1999,"Germany","Portugal","opinion",1
1436,1999,"Germany","Spain","comment",4
1437,1999,"Germany","Spain","opinion",1
1438,1999,"Germany","Sweden","comment",3
1439,1999,"Germany","Sweden","opinion",1
1440,1999,"Germany","United Kingdom","comment",2
1441,1999,"Germany","United Kingdom","opinion",3
1442,1999,"Greece","United Kingdom","comment",1
1443,1999,"Ireland","Belgium","opinion",1
1444,1999,"Ireland","Netherlands","comment",2
1445,1999,"Ireland","Netherlands","opinion",1
1446,1999,"Italy","Austria","comment",14
1447,1999,"Italy","Belgium","comment",5
1448,1999,"Italy","Denmark","comment",2
1449,1999,"Italy","Finland","comment",2
1450,1999,"Italy","France","comment",13
1451,1999,"Italy","Germany","comment",8
1452,1999,"Italy","Greece","comment",2
1453,1999,"Italy","Greece","opinion",1
1454,1999,"Italy","Netherlands","comment",19
1455,1999,"Italy","Portugal","comment",4
1456,1999,"Italy","Spain","comment",5
1457,1999,"Italy","Sweden","comment",2
1458,1999,"Italy","United Kingdom","comment",7
1459,1999,"Netherlands","Austria","comment",2
1460,1999,"Netherlands","Austria","opinion",1
1461,1999,"Netherlands","Belgium","comment",2
1462,1999,"Netherlands","Belgium","opinion",1
1463,1999,"Netherlands","Denmark","comment",1
1464,1999,"Netherlands","Denmark","opinion",1
1465,1999,"Netherlands","France","comment",2
1466,1999,"Netherlands","France","opinion",2
1467,1999,"Netherlands","Germany","comment",1
1468,1999,"Netherlands","Germany","opinion",2
1469,1999,"Netherlands","Greece","comment",1
1470,1999,"Netherlands","Italy","comment",1
1471,1999,"Netherlands","Italy","opinion",2
1472,1999,"Netherlands","Portugal","comment",1
1473,1999,"Netherlands","Spain","comment",2
1474,1999,"Portugal","Belgium","opinion",1
1475,1999,"Portugal","France","comment",3
1476,1999,"Portugal","Netherlands","opinion",2
1477,1999,"Spain","Austria","comment",3
1478,1999,"Spain","Austria","opinion",1
1479,1999,"Spain","Belgium","comment",1
1480,1999,"Spain","Belgium","opinion",1
1481,1999,"Spain","Denmark","comment",1
1482,1999,"Spain","Denmark","opinion",2
1483,1999,"Spain","Finland","comment",1
1484,1999,"Spain","Finland","opinion",1
1485,1999,"Spain","France","comment",2
1486,1999,"Spain","France","opinion",2
1487,1999,"Spain","Germany","comment",2
1488,1999,"Spain","Germany","opinion",2
1489,1999,"Spain","Greece","comment",1
1490,1999,"Spain","Italy","comment",3
1491,1999,"Spain","Italy","opinion",3
1492,1999,"Spain","Netherlands","comment",9
1493,1999,"Spain","Netherlands","opinion",3
1494,1999,"Spain","Portugal","comment",2
1495,1999,"Spain","Sweden","comment",1
1496,1999,"Spain","United Kingdom","comment",2
1497,1999,"Sweden","Austria","comment",3
1498,1999,"Sweden","Belgium","comment",1
1499,1999,"Sweden","Belgium","opinion",1
1500,1999,"Sweden","Denmark","comment",1
1501,1999,"Sweden","France","opinion",1
1502,1999,"Sweden","Portugal","comment",1
1503,1999,"Sweden","Spain","comment",1
1504,1999,"Sweden","United Kingdom","comment",1
1505,1999,"United Kingdom","Austria","comment",1
1506,1999,"United Kingdom","Austria","opinion",1
1507,1999,"United Kingdom","Belgium","comment",2
1508,1999,"United Kingdom","Belgium","opinion",1
1509,1999,"United Kingdom","Denmark","comment",1
1510,1999,"United Kingdom","Finland","comment",3
1511,1999,"United Kingdom","France","comment",2
1512,1999,"United Kingdom","France","opinion",2
1513,1999,"United Kingdom","Germany","comment",6
1514,1999,"United Kingdom","Italy","comment",2
1515,1999,"United Kingdom","Italy","opinion",1
1516,1999,"United Kingdom","Netherlands","comment",4
1517,1999,"United Kingdom","Netherlands","opinion",3
1518,1999,"United Kingdom","Sweden","comment",2
1519,2000,"Austria","Belgium","comment",3
1520,2000,"Austria","Denmark","opinion",1
1521,2000,"Austria","France","opinion",1
1522,2000,"Austria","Germany","comment",4
1523,2000,"Austria","Greece","comment",1
1524,2000,"Austria","Italy","comment",2
1525,2000,"Austria","Netherlands","comment",1
1526,2000,"Austria","Portugal","opinion",1
1527,2000,"Austria","Sweden","opinion",1
1528,2000,"Belgium","Denmark","opinion",1
1529,2000,"Belgium","Finland","comment",1
1530,2000,"Belgium","Portugal","comment",1
1531,2000,"Commission","Austria","comment",75
1532,2000,"Commission","Austria","opinion",5
1533,2000,"Commission","Belgium","comment",8
1534,2000,"Commission","Belgium","opinion",12
1535,2000,"Commission","Denmark","comment",50
1536,2000,"Commission","Denmark","opinion",2
1537,2000,"Commission","Finland","comment",1
1538,2000,"Commission","France","comment",6
1539,2000,"Commission","France","opinion",1
1540,2000,"Commission","Germany","comment",11
1541,2000,"Commission","Germany","opinion",6
1542,2000,"Commission","Greece","comment",4
1543,2000,"Commission","Greece","opinion",3
1544,2000,"Commission","Iceland","comment",1
1545,2000,"Commission","Ireland","comment",1
1546,2000,"Commission","Italy","comment",8
1547,2000,"Commission","Italy","opinion",4
1548,2000,"Commission","Luxembourg","comment",3
1549,2000,"Commission","Netherlands","comment",17
1550,2000,"Commission","Netherlands","opinion",12
1551,2000,"Commission","Norway","comment",7
1552,2000,"Commission","Portugal","comment",3
1553,2000,"Commission","Spain","comment",2
1554,2000,"Commission","Spain","opinion",2
1555,2000,"Commission","Sweden","comment",6
1556,2000,"Commission","Sweden","opinion",2
1557,2000,"Commission","Switzerland","comment",6
1558,2000,"Commission","United Kingdom","comment",46
1559,2000,"Commission","United Kingdom","opinion",1
1560,2000,"Denmark","France","comment",2
1561,2000,"Denmark","Germany","opinion",1
1562,2000,"Denmark","Netherlands","comment",2
1563,2000,"Denmark","Portugal","comment",1
1564,2000,"Finland","Belgium","opinion",1
1565,2000,"Finland","Netherlands","comment",1
1566,2000,"Finland","Sweden","comment",1
1567,2000,"Finland","Sweden","opinion",1
1568,2000,"France","Austria","opinion",1
1569,2000,"France","Belgium","comment",1
1570,2000,"France","Belgium","opinion",1
1571,2000,"France","Denmark","comment",1
1572,2000,"France","Denmark","opinion",1
1573,2000,"France","Finland","opinion",1
1574,2000,"France","Germany","comment",1
1575,2000,"France","Germany","opinion",1
1576,2000,"France","Greece","comment",5
1577,2000,"France","Italy","comment",5
1578,2000,"France","Italy","opinion",1
1579,2000,"France","Netherlands","comment",4
1580,2000,"France","Netherlands","opinion",3
1581,2000,"France","Portugal","comment",1
1582,2000,"France","Portugal","opinion",1
1583,2000,"France","Spain","comment",1
1584,2000,"France","Sweden","comment",2
1585,2000,"France","Sweden","opinion",1
1586,2000,"Germany","Austria","comment",4
1587,2000,"Germany","Austria","opinion",3
1588,2000,"Germany","Belgium","comment",2
1589,2000,"Germany","Belgium","opinion",2
1590,2000,"Germany","Denmark","comment",6
1591,2000,"Germany","Denmark","opinion",3
1592,2000,"Germany","Finland","comment",2
1593,2000,"Germany","France","comment",6
1594,2000,"Germany","France","opinion",2
1595,2000,"Germany","Greece","comment",2
1596,2000,"Germany","Greece","opinion",1
1597,2000,"Germany","Ireland","opinion",1
1598,2000,"Germany","Italy","comment",3
1599,2000,"Germany","Italy","opinion",2
1600,2000,"Germany","Netherlands","comment",8
1601,2000,"Germany","Netherlands","opinion",7
1602,2000,"Germany","Portugal","opinion",1
1603,2000,"Germany","Spain","comment",3
1604,2000,"Germany","Spain","opinion",1
1605,2000,"Germany","Sweden","comment",1
1606,2000,"Germany","Sweden","opinion",2
1607,2000,"Germany","United Kingdom","comment",2
1608,2000,"Germany","United Kingdom","opinion",2
1609,2000,"Ireland","Austria","opinion",1
1610,2000,"Ireland","Denmark","opinion",2
1611,2000,"Ireland","France","opinion",2
1612,2000,"Ireland","Italy","opinion",1
1613,2000,"Ireland","Netherlands","opinion",4
1614,2000,"Italy","Austria","comment",7
1615,2000,"Italy","Belgium","comment",4
1616,2000,"Italy","Denmark","comment",11
1617,2000,"Italy","Finland","comment",1
1618,2000,"Italy","France","comment",7
1619,2000,"Italy","France","opinion",1
1620,2000,"Italy","Germany","comment",4
1621,2000,"Italy","Greece","comment",1
1622,2000,"Italy","Greece","opinion",1
1623,2000,"Italy","Ireland","comment",2
1624,2000,"Italy","Italy","comment",1
1625,2000,"Italy","Netherlands","comment",9
1626,2000,"Italy","Norway","comment",1
1627,2000,"Italy","Portugal","comment",1
1628,2000,"Italy","Portugal","opinion",1
1629,2000,"Italy","Spain","comment",2
1630,2000,"Italy","Spain","opinion",1
1631,2000,"Italy","Sweden","comment",3
1632,2000,"Italy","United Kingdom","comment",6
1633,2000,"Netherlands","Austria","comment",1
1634,2000,"Netherlands","Austria","opinion",1
1635,2000,"Netherlands","Belgium","comment",2
1636,2000,"Netherlands","Denmark","comment",5
1637,2000,"Netherlands","France","comment",1
1638,2000,"Netherlands","France","opinion",1
1639,2000,"Netherlands","Germany","comment",2
1640,2000,"Netherlands","Germany","opinion",1
1641,2000,"Netherlands","Ireland","opinion",1
1642,2000,"Netherlands","Italy","opinion",1
1643,2000,"Netherlands","Spain","comment",4
1644,2000,"Netherlands","Spain","opinion",1
1645,2000,"Netherlands","United Kingdom","comment",1
1646,2000,"Netherlands","United Kingdom","opinion",1
1647,2000,"Portugal","France","comment",1
1648,2000,"Portugal","Netherlands","opinion",1
1649,2000,"Spain","Austria","comment",2
1650,2000,"Spain","Austria","opinion",1
1651,2000,"Spain","Belgium","comment",3
1652,2000,"Spain","Belgium","opinion",1
1653,2000,"Spain","Denmark","comment",2
1654,2000,"Spain","Finland","comment",1
1655,2000,"Spain","France","comment",2
1656,2000,"Spain","France","opinion",5
1657,2000,"Spain","Germany","comment",3
1658,2000,"Spain","Greece","comment",2
1659,2000,"Spain","Greece","opinion",2
1660,2000,"Spain","Ireland","comment",1
1661,2000,"Spain","Italy","comment",3
1662,2000,"Spain","Italy","opinion",1
1663,2000,"Spain","Netherlands","comment",4
1664,2000,"Spain","Netherlands","opinion",3
1665,2000,"Spain","Portugal","comment",1
1666,2000,"Spain","United Kingdom","comment",2
1667,2000,"Sweden","Austria","comment",2
1668,2000,"Sweden","France","comment",1
1669,2000,"Sweden","Germany","comment",1
1670,2000,"Sweden","Italy","comment",1
1671,2000,"Sweden","Spain","comment",1
1672,2000,"Sweden","United Kingdom","opinion",1
1673,2000,"United Kingdom","Austria","comment",5
1674,2000,"United Kingdom","Austria","opinion",1
1675,2000,"United Kingdom","Belgium","comment",2
1676,2000,"United Kingdom","Belgium","opinion",3
1677,2000,"United Kingdom","Denmark","comment",3
1678,2000,"United Kingdom","Denmark","opinion",1
1679,2000,"United Kingdom","Finland","comment",1
1680,2000,"United Kingdom","France","opinion",2
1681,2000,"United Kingdom","Germany","comment",1
1682,2000,"United Kingdom","Greece","comment",1
1683,2000,"United Kingdom","Italy","comment",1
1684,2000,"United Kingdom","Italy","opinion",1
1685,2000,"United Kingdom","Netherlands","comment",1
1686,2000,"United Kingdom","Netherlands","opinion",3
1687,2000,"United Kingdom","Portugal","comment",1
1688,2000,"United Kingdom","Spain","comment",1
1689,2000,"United Kingdom","Sweden","comment",2
1690,2000,"United Kingdom","Sweden","opinion",1
1691,2001,"Austria","Belgium","comment",1
1692,2001,"Austria","Denmark","comment",1
1693,2001,"Austria","Finland","comment",1
1694,2001,"Austria","France","opinion",2
1695,2001,"Austria","Germany","comment",3
1696,2001,"Austria","Germany","opinion",2
1697,2001,"Austria","Italy","comment",1
1698,2001,"Austria","Italy","opinion",1
1699,2001,"Austria","Netherlands","comment",1
1700,2001,"Austria","Spain","comment",2
1701,2001,"Austria","Sweden","comment",1
1702,2001,"Belgium","Austria","comment",1
1703,2001,"Belgium","Denmark","opinion",1
1704,2001,"Belgium","Ireland","opinion",1
1705,2001,"Belgium","Italy","comment",1
1706,2001,"Commission","Austria","comment",23
1707,2001,"Commission","Austria","opinion",12
1708,2001,"Commission","Belgium","comment",10
1709,2001,"Commission","Belgium","opinion",4
1710,2001,"Commission","Denmark","comment",5
1711,2001,"Commission","Denmark","opinion",7
1712,2001,"Commission","Finland","comment",8
1713,2001,"Commission","Finland","opinion",3
1714,2001,"Commission","France","comment",18
1715,2001,"Commission","France","opinion",4
1716,2001,"Commission","Germany","comment",12
1717,2001,"Commission","Germany","opinion",7
1718,2001,"Commission","Greece","comment",2
1719,2001,"Commission","Iceland","comment",5
1720,2001,"Commission","Ireland","comment",1
1721,2001,"Commission","Italy","comment",6
1722,2001,"Commission","Italy","opinion",7
1723,2001,"Commission","Netherlands","comment",16
1724,2001,"Commission","Netherlands","opinion",7
1725,2001,"Commission","Norway","comment",15
1726,2001,"Commission","Portugal","comment",2
1727,2001,"Commission","Portugal","opinion",1
1728,2001,"Commission","Spain","comment",5
1729,2001,"Commission","Spain","opinion",1
1730,2001,"Commission","Sweden","comment",8
1731,2001,"Commission","Sweden","opinion",4
1732,2001,"Commission","Switzerland","comment",4
1733,2001,"Commission","United Kingdom","comment",10
1734,2001,"Commission","United Kingdom","opinion",3
1735,2001,"Denmark","Austria","comment",1
1736,2001,"Denmark","Belgium","comment",1
1737,2001,"Denmark","Germany","comment",2
1738,2001,"Denmark","Italy","comment",1
1739,2001,"Denmark","Netherlands","comment",1
1740,2001,"Denmark","United Kingdom","comment",1
1741,2001,"European Free Trade Association","Netherlands","comment",2
1742,2001,"Finland","Austria","comment",1
1743,2001,"Finland","Austria","opinion",1
1744,2001,"Finland","Denmark","comment",1
1745,2001,"Finland","France","opinion",1
1746,2001,"Finland","Italy","comment",1
1747,2001,"Finland","Netherlands","opinion",3
1748,2001,"Finland","United Kingdom","comment",2
1749,2001,"France","Austria","comment",1
1750,2001,"France","Austria","opinion",5
1751,2001,"France","Belgium","comment",1
1752,2001,"France","Belgium","opinion",2
1753,2001,"France","Denmark","comment",4
1754,2001,"France","Denmark","opinion",1
1755,2001,"France","Finland","comment",1
1756,2001,"France","Germany","comment",5
1757,2001,"France","Germany","opinion",2
1758,2001,"France","Italy","comment",1
1759,2001,"France","Italy","opinion",2
1760,2001,"France","Netherlands","comment",3
1761,2001,"France","Netherlands","opinion",2
1762,2001,"France","Spain","comment",2
1763,2001,"France","Spain","opinion",1
1764,2001,"France","Sweden","comment",1
1765,2001,"Germany","Austria","comment",1
1766,2001,"Germany","Austria","opinion",7
1767,2001,"Germany","Belgium","comment",1
1768,2001,"Germany","Denmark","comment",2
1769,2001,"Germany","Denmark","opinion",2
